Feature_ID	HMP	KEGG_Entry	Fold_Change	Benjamini-Hochberg_P-Value_Final
ESIpos_1	HMDB0000056	C00099	-1.393789644	1
ESIpos_1	HMDB0000161	C00041	-1.393789644	1
ESIpos_1	HMDB0000271	C00213	-1.393789644	1
ESIpos_1	HMDB0001310	C00133	-1.393789644	1
ESIpos_1	HMDB0031219	C01537	-1.393789644	1
ESIpos_1	HMDB0062251	C01401	-1.393789644	1
ESIpos_1		C02116	-1.393789644	1
ESIpos_1		C11488	-1.393789644	1
ESIpos_2	HMDB0000056	C00099	1.54604492	1
ESIpos_2	HMDB0000161	C00041	1.54604492	1
ESIpos_2	HMDB0000271	C00213	1.54604492	1
ESIpos_2	HMDB0001310	C00133	1.54604492	1
ESIpos_2	HMDB0031219	C01537	1.54604492	1
ESIpos_2	HMDB0062251	C01401	1.54604492	1
ESIpos_2		C02116	1.54604492	1
ESIpos_2		C11488	1.54604492	1
ESIpos_3			-1.006932949	1
ESIpos_4			-1.306099904	1
ESIpos_5			-1.07618911	1
ESIpos_6			-1.049885061	1
ESIpos_7			-1.163706721	1
ESIpos_8			NaN	1
ESIpos_9	HMDB0000190	C00186	-1.188830337	1
ESIpos_9	HMDB0000700	C01013	-1.188830337	1
ESIpos_9	HMDB0001051	C02154	-1.188830337	1
ESIpos_9	HMDB0001311	C00256	-1.188830337	1
ESIpos_9	HMDB0001882	C00184	-1.188830337	1
ESIpos_9	HMDB0029580		-1.188830337	1
ESIpos_9	HMDB0031232		-1.188830337	1
ESIpos_9	HMDB0041929		-1.188830337	1
ESIpos_9	HMDB0144295		-1.188830337	1
ESIpos_9		C00577	-1.188830337	1
ESIpos_9		C01432	-1.188830337	1
ESIpos_9		C02426	-1.188830337	1
ESIpos_10			1.70983385	1
ESIpos_11			-1.007350958	1
ESIpos_12			-1.051291651	1
ESIpos_13	HMDB0000228	C00146	-1.581617913	1
ESIpos_13		C01782	-1.581617913	1
ESIpos_13		C15584	-1.581617913	1
ESIpos_14	HMDB0004983	C11142	1.838407448	1
ESIpos_15	HMDB0000228	C00146	NaN	0.446175431
ESIpos_15		C01782	NaN	0.446175431
ESIpos_15		C15584	NaN	0.446175431
ESIpos_16			NaN	1
ESIpos_17	HMDB0013751	C02502	-5.518939394	1
ESIpos_17	HMDB0036057		-5.518939394	1
ESIpos_18	HMDB0032973		-1.012249046	1
ESIpos_19	HMDB0031321		-1.710291439	1
ESIpos_19	HMDB0032179	C18706	-1.710291439	1
ESIpos_19	HMDB0034198	C02787	-1.710291439	1
ESIpos_19	HMDB0041878	C14422	-1.710291439	1
ESIpos_19	HMDB0143690		-1.710291439	1
ESIpos_20			-1.039414318	1
ESIpos_21			NaN	1
ESIpos_22			-1.516419103	1
ESIpos_23	HMDB0032914	C14279	-1.0321159	1
ESIpos_23	HMDB0060503		-1.0321159	1
ESIpos_23		C07090	-1.0321159	1
ESIpos_24			-1.283982566	1
ESIpos_25			-1.035198556	1
ESIpos_26			-1.029757244	1
ESIpos_27			1.026682597	1
ESIpos_28			-1.129342918	1
ESIpos_29			1.085226169	1
ESIpos_30			-1.025833718	1
ESIpos_31			-1.139420098	1
ESIpos_32		C02077	-1.162948131	1
ESIpos_33			-1.025374442	1
ESIpos_34			-3.106896552	1
ESIpos_35			-1.087122995	1
ESIpos_36			NaN	1
ESIpos_37	HMDB0013742		-1.274979525	1
ESIpos_37	HMDB0029609		-1.274979525	1
ESIpos_37	HMDB0040145		-1.274979525	1
ESIpos_37		C20441	-1.274979525	1
ESIpos_37		C20578	-1.274979525	1
ESIpos_38	HMDB0013742		-1.519540834	1
ESIpos_38	HMDB0029609		-1.519540834	1
ESIpos_38	HMDB0040145		-1.519540834	1
ESIpos_38		C20441	-1.519540834	1
ESIpos_38		C20578	-1.519540834	1
ESIpos_39	HMDB0013742		-1.380449748	1
ESIpos_39	HMDB0029609		-1.380449748	1
ESIpos_39	HMDB0040145		-1.380449748	1
ESIpos_39		C20441	-1.380449748	1
ESIpos_39		C20578	-1.380449748	1
ESIpos_40	HMDB0013742		-1.078558118	1
ESIpos_40	HMDB0029609		-1.078558118	1
ESIpos_40	HMDB0040145		-1.078558118	1
ESIpos_40		C20441	-1.078558118	1
ESIpos_40		C20578	-1.078558118	1
ESIpos_41			-1.063498004	1
ESIpos_42	HMDB0030276		-1.372830803	1
ESIpos_42		C07273	-1.372830803	1
ESIpos_42		C11103	-1.372830803	1
ESIpos_43			-1.266295311	1
ESIpos_44	HMDB0031404	C00571	1.236911292	1
ESIpos_44	HMDB0032416		1.236911292	1
ESIpos_45	HMDB0011749		1.474951886	1
ESIpos_45	HMDB0034587		1.474951886	1
ESIpos_45	HMDB0040518		1.474951886	1
ESIpos_45	HMDB0060309	C18796	1.474951886	1
ESIpos_45		C11118	1.474951886	1
ESIpos_46	HMDB0031404	C00571	-1.0138926	1
ESIpos_46	HMDB0032416		-1.0138926	1
ESIpos_47	HMDB0011749		1.148474094	1
ESIpos_47	HMDB0034587		1.148474094	1
ESIpos_47	HMDB0040518		1.148474094	1
ESIpos_47	HMDB0060309	C18796	1.148474094	1
ESIpos_47		C11118	1.148474094	1
ESIpos_48	HMDB0031404	C00571	1.248065288	1
ESIpos_48	HMDB0032416		1.248065288	1
ESIpos_49			1.007252947	1
ESIpos_50			6.463266791	1
ESIpos_51			1.275805404	1
ESIpos_52			-1.094538912	1
ESIpos_53			-1.099545978	1
ESIpos_54	HMDB0032523	C19524	1.2921633	1
ESIpos_55			-1.539963942	1
ESIpos_56	HMDB0129418		-1.010045854	1
ESIpos_56	HMDB0130837		-1.010045854	1
ESIpos_56	HMDB0132474		-1.010045854	1
ESIpos_56	HMDB0170858		-1.010045854	1
ESIpos_56	HMDB0000509		-1.010045854	1
ESIpos_56	HMDB0001470	C08279	-1.010045854	1
ESIpos_56	HMDB0001862		-1.010045854	1
ESIpos_56	HMDB0002167		-1.010045854	1
ESIpos_56	HMDB0029599	C12518	-1.010045854	1
ESIpos_56	HMDB0029608		-1.010045854	1
ESIpos_56	HMDB0031178		-1.010045854	1
ESIpos_56	HMDB0031598		-1.010045854	1
ESIpos_56	HMDB0031602		-1.010045854	1
ESIpos_56	HMDB0031648	C15499	-1.010045854	1
ESIpos_56	HMDB0032351		-1.010045854	1
ESIpos_56	HMDB0032385	C14527	-1.010045854	1
ESIpos_56	HMDB0032459		-1.010045854	1
ESIpos_56	HMDB0033840		-1.010045854	1
ESIpos_56	HMDB0033978	C19238	-1.010045854	1
ESIpos_56	HMDB0035143		-1.010045854	1
ESIpos_56		C02240	-1.010045854	1
ESIpos_57			1.187303854	1
ESIpos_58			1.61994774	1
ESIpos_59			1.184805601	1
ESIpos_60	HMDB0031642	C19285	-3.353785015	1
ESIpos_60	HMDB0033952	C08305	-3.353785015	1
ESIpos_61			1.485324502	1
ESIpos_62			1.016078934	1
ESIpos_63	HMDB0029387	C02926	-3.856579702	0.989285918
ESIpos_63	HMDB0029615		-3.856579702	0.989285918
ESIpos_63	HMDB0036458	C01234	-3.856579702	0.989285918
ESIpos_63		C07509	-3.856579702	0.989285918
ESIpos_63		C08267	-3.856579702	0.989285918
ESIpos_63		C11106	-3.856579702	0.989285918
ESIpos_63		C17234	-3.856579702	0.989285918
ESIpos_63		C19456	-3.856579702	0.989285918
ESIpos_63		C19777	-3.856579702	0.989285918
ESIpos_63		C20905	-3.856579702	0.989285918
ESIpos_64	HMDB0029387	C02926	1.626648772	1
ESIpos_64	HMDB0029615		1.626648772	1
ESIpos_64	HMDB0036458	C01234	1.626648772	1
ESIpos_64		C07509	1.626648772	1
ESIpos_64		C08267	1.626648772	1
ESIpos_64		C11106	1.626648772	1
ESIpos_64		C17234	1.626648772	1
ESIpos_64		C19456	1.626648772	1
ESIpos_64		C19777	1.626648772	1
ESIpos_64		C20905	1.626648772	1
ESIpos_65	HMDB0012815	C12455	-1.303222453	1
ESIpos_65	HMDB0062600		-1.303222453	1
ESIpos_65		C01842	-1.303222453	1
ESIpos_65		C03982	-1.303222453	1
ESIpos_65		C10974	-1.303222453	1
ESIpos_65		C17255	-1.303222453	1
ESIpos_65		C19491	-1.303222453	1
ESIpos_65		C20312	-1.303222453	1
ESIpos_66			1.080513784	1
ESIpos_67			-1.206599075	1
ESIpos_68			3.25697071	7.61E-07
ESIpos_69	HMDB0000005	C00109	-1.754563074	1
ESIpos_69	HMDB0000060	C00164	-1.754563074	1
ESIpos_69	HMDB0001172	C00349	-1.754563074	1
ESIpos_69	HMDB0001259	C00232	-1.754563074	1
ESIpos_69	HMDB0002217	C06002	-1.754563074	1
ESIpos_69	HMDB0003381		-1.754563074	1
ESIpos_69	HMDB0031646		-1.754563074	1
ESIpos_69		C21030	-1.754563074	1
ESIpos_70			-1.505924781	1
ESIpos_71	HMDB0000005	C00109	-1.046652268	1
ESIpos_71	HMDB0000060	C00164	-1.046652268	1
ESIpos_71	HMDB0001172	C00349	-1.046652268	1
ESIpos_71	HMDB0001259	C00232	-1.046652268	1
ESIpos_71	HMDB0002217	C06002	-1.046652268	1
ESIpos_71	HMDB0003381		-1.046652268	1
ESIpos_71	HMDB0031646		-1.046652268	1
ESIpos_71		C21030	-1.046652268	1
ESIpos_72	HMDB0031242		-1.389447236	1
ESIpos_72	HMDB0031253		-1.389447236	1
ESIpos_73			-1.040433925	1
ESIpos_74	HMDB0000005	C00109	-1.355504587	1
ESIpos_74	HMDB0000060	C00164	-1.355504587	1
ESIpos_74	HMDB0001172	C00349	-1.355504587	1
ESIpos_74	HMDB0001259	C00232	-1.355504587	1
ESIpos_74	HMDB0002217	C06002	-1.355504587	1
ESIpos_74	HMDB0003381		-1.355504587	1
ESIpos_74	HMDB0031646		-1.355504587	1
ESIpos_74		C21030	-1.355504587	1
ESIpos_75	HMDB0000718	C08262	7.01749409	0.530706664
ESIpos_75	HMDB0000892	C00803	7.01749409	0.530706664
ESIpos_75	HMDB0002176	C18319	7.01749409	0.530706664
ESIpos_75	HMDB0030058		7.01749409	0.530706664
ESIpos_75	HMDB0031175		7.01749409	0.530706664
ESIpos_75	HMDB0031241		7.01749409	0.530706664
ESIpos_75	HMDB0031247		7.01749409	0.530706664
ESIpos_75	HMDB0031249		7.01749409	0.530706664
ESIpos_75	HMDB0031516		7.01749409	0.530706664
ESIpos_75	HMDB0032230		7.01749409	0.530706664
ESIpos_75	HMDB0033742		7.01749409	0.530706664
ESIpos_75	HMDB0033890		7.01749409	0.530706664
ESIpos_75	HMDB0034237		7.01749409	0.530706664
ESIpos_75	HMDB0039799		7.01749409	0.530706664
ESIpos_75	HMDB0040575		7.01749409	0.530706664
ESIpos_75	HMDB0041992		7.01749409	0.530706664
ESIpos_75	HMDB0059678		7.01749409	0.530706664
ESIpos_76			3.879931121	1
ESIpos_77			-1.153575563	1
ESIpos_78			1.374821173	1
ESIpos_79			3.312789378	1.23E-06
ESIpos_80	HMDB0031682		-3.58191166	0.938888739
ESIpos_81	HMDB0000092	C01026	22.86543479	0
ESIpos_81	HMDB0000112	C00334	22.86543479	0
ESIpos_81	HMDB0000452	C02356	22.86543479	0
ESIpos_81	HMDB0000650	C02261	22.86543479	0
ESIpos_81	HMDB0001906	C03665	22.86543479	0
ESIpos_81	HMDB0002166	C03284	22.86543479	0
ESIpos_81	HMDB0002299	C01205	22.86543479	0
ESIpos_81	HMDB0003911	C05145	22.86543479	0
ESIpos_81	HMDB0031329		22.86543479	0
ESIpos_81	HMDB0031654		22.86543479	0
ESIpos_81	HMDB0038394		22.86543479	0
ESIpos_81	HMDB0041945	C11735	22.86543479	0
ESIpos_81	HMDB0094692		22.86543479	0
ESIpos_81	HMDB0094693		22.86543479	0
ESIpos_81		C02721	22.86543479	0
ESIpos_81		C11109	22.86543479	0
ESIpos_81		C19514	22.86543479	0
ESIpos_82			-1.298768999	1
ESIpos_83			-1.028242401	1
ESIpos_84			-1.059343612	1
ESIpos_85			-1.151946811	1
ESIpos_86			-1.034567414	1
ESIpos_87			1.154616477	1
ESIpos_88			-1.655154191	1
ESIpos_89			-1.644676262	1
ESIpos_90			-2.058632363	1
ESIpos_91			5.111801385	0.797887116
ESIpos_92			-1.001283169	1
ESIpos_93			1.573862953	1
ESIpos_94			2.66511874	1
ESIpos_95			1.231377797	1
ESIpos_96			1.245909424	1
ESIpos_97			5.25045351	0.432058219
ESIpos_98			6.1548578	0.338805085
ESIpos_99	HMDB0000092	C01026	1.179099507	1
ESIpos_99	HMDB0000112	C00334	1.179099507	1
ESIpos_99	HMDB0000452	C02356	1.179099507	1
ESIpos_99	HMDB0000650	C02261	1.179099507	1
ESIpos_99	HMDB0001906	C03665	1.179099507	1
ESIpos_99	HMDB0002166	C03284	1.179099507	1
ESIpos_99	HMDB0002299	C01205	1.179099507	1
ESIpos_99	HMDB0003911	C05145	1.179099507	1
ESIpos_99	HMDB0031329		1.179099507	1
ESIpos_99	HMDB0031654		1.179099507	1
ESIpos_99	HMDB0038394		1.179099507	1
ESIpos_99	HMDB0041945	C11735	1.179099507	1
ESIpos_99	HMDB0094692		1.179099507	1
ESIpos_99	HMDB0094693		1.179099507	1
ESIpos_99		C02721	1.179099507	1
ESIpos_99		C11109	1.179099507	1
ESIpos_99		C19514	1.179099507	1
ESIpos_100			-3.037984496	1
ESIpos_101			1.568895955	1
ESIpos_102			-1.686651242	1
ESIpos_103			-1.125109697	1
ESIpos_104			1.480420168	1
ESIpos_105			1.561072493	1
ESIpos_106		C02221	3.061311195	4.22E-06
ESIpos_106		C02234	3.061311195	4.22E-06
ESIpos_107			-4.213676052	1
ESIpos_108			-3.624277457	1
ESIpos_109			-1.060552932	1
ESIpos_110			-1.078002615	1
ESIpos_111			1.912428954	1
ESIpos_112			-5.270412643	0.925226641
ESIpos_113			-1.105877576	1
ESIpos_114			1.350532681	1
ESIpos_115			9.004698672	1
ESIpos_116			-1.08756724	1
ESIpos_117	HMDB0034240	C07083	NaN	1
ESIpos_118			-6.280585106	1
ESIpos_119	HMDB0034240	C07083	3.552225434	2.67E-06
ESIpos_120			1.642774375	1
ESIpos_121			-2.610050774	1
ESIpos_122			1.13843291	1
ESIpos_123	HMDB0003929	C05239	-2.651577503	1
ESIpos_124	HMDB0004437	C06772	-1.142276423	1
ESIpos_124		C11260	-1.142276423	1
ESIpos_125			1.03100304	1
ESIpos_126			-1.253277862	1
ESIpos_127			1.692873947	0.407763011
ESIpos_128			-1.224600417	1
ESIpos_129	HMDB0006115	C00193	3.167790869	2.93E-06
ESIpos_129		C00261	3.167790869	2.93E-06
ESIpos_130	HMDB0006115	C00193	-1.011448349	1
ESIpos_130		C00261	-1.011448349	1
ESIpos_131	HMDB0006115	C00193	1.014503148	1
ESIpos_131		C00261	1.014503148	1
ESIpos_132	HMDB0006115	C00193	1.096488237	1
ESIpos_132		C00261	1.096488237	1
ESIpos_133	HMDB0006115	C00193	-1.851924652	1
ESIpos_133		C00261	-1.851924652	1
ESIpos_134	HMDB0034778		1.460648947	1
ESIpos_134	HMDB0061944		1.460648947	1
ESIpos_134		C14689	1.460648947	1
ESIpos_134	HMDB0060253		1.460648947	1
ESIpos_134		C06178	1.460648947	1
ESIpos_135			-1.296412484	1
ESIpos_136			5.113662634	1.43E-06
ESIpos_137			NaN	1
ESIpos_138			3.527690419	3.36E-07
ESIpos_139	HMDB0002039	C11118	-1.15077821	1
ESIpos_139	HMDB0060427		-1.15077821	1
ESIpos_139		C02659	-1.15077821	1
ESIpos_140		C06876	-1.298319328	1
ESIpos_140		C07327	-1.298319328	1
ESIpos_140		C17500	-1.298319328	1
ESIpos_141	HMDB0029734		25.13293253	0
ESIpos_141	HMDB0032244		25.13293253	0
ESIpos_141	HMDB0032972		25.13293253	0
ESIpos_141	HMDB0033871	C15562	25.13293253	0
ESIpos_141	HMDB0041965	C14403	25.13293253	0
ESIpos_141		C02299	25.13293253	0
ESIpos_142	HMDB0001858	C01468	-2.555449937	1
ESIpos_142	HMDB0002048	C01467	-2.555449937	1
ESIpos_142	HMDB0002055	C01542	-2.555449937	1
ESIpos_142	HMDB0003119	C00556	-2.555449937	1
ESIpos_142	HMDB0033895	C01403	-2.555449937	1
ESIpos_142		C03485	-2.555449937	1
ESIpos_143	HMDB0003364	C00472	-1.005205064	1
ESIpos_143	HMDB0012133	C02351	-1.005205064	1
ESIpos_144	HMDB0001858	C01468	-1.934431525	1
ESIpos_144	HMDB0002048	C01467	-1.934431525	1
ESIpos_144	HMDB0002055	C01542	-1.934431525	1
ESIpos_144	HMDB0003119	C00556	-1.934431525	1
ESIpos_144	HMDB0033895	C01403	-1.934431525	1
ESIpos_144		C03485	-1.934431525	1
ESIpos_145			-1.784886252	1
ESIpos_146			-1.0190254	1
ESIpos_147			1.018164994	1
ESIpos_148			-1.018060366	1
ESIpos_149			-1.004508919	1
ESIpos_150			1.023761086	1
ESIpos_151			-1.070755932	1
ESIpos_152	HMDB0001169	C02372	NaN	1
ESIpos_152	HMDB0035882		NaN	1
ESIpos_152	HMDB0040582		NaN	1
ESIpos_152		C01987	NaN	1
ESIpos_152		C02720	NaN	1
ESIpos_152		C05058	NaN	1
ESIpos_153	HMDB0001169	C02372	NaN	1
ESIpos_153	HMDB0035882		NaN	1
ESIpos_153	HMDB0040582		NaN	1
ESIpos_153		C01987	NaN	1
ESIpos_153		C02720	NaN	1
ESIpos_153		C05058	NaN	1
ESIpos_154	HMDB0001169	C02372	NaN	1
ESIpos_154	HMDB0035882		NaN	1
ESIpos_154	HMDB0040582		NaN	1
ESIpos_154		C01987	NaN	1
ESIpos_154		C02720	NaN	1
ESIpos_154		C05058	NaN	1
ESIpos_155			-1.765681531	1
ESIpos_156			-1.018023596	1
ESIpos_157			1.128883485	1
ESIpos_158		C10133	NaN	1
ESIpos_159			-1.086793631	1
ESIpos_160			-1.659033772	1
ESIpos_161			-1.047941002	1
ESIpos_162			-1.224818354	1
ESIpos_163			1.019191528	1
ESIpos_164			1.00832566	1
ESIpos_165			-1.015129281	1
ESIpos_166			-1.017137257	1
ESIpos_167			-1.014824597	1
ESIpos_168			1.020239677	1
ESIpos_169			-1.05232364	1
ESIpos_170	HMDB0000957	C00090	-1.811431143	1
ESIpos_170	HMDB0002434	C00530	-1.811431143	1
ESIpos_170	HMDB0031180		-1.811431143	1
ESIpos_170	HMDB0032037	C01751	-1.811431143	1
ESIpos_170	HMDB0033002	C11115	-1.811431143	1
ESIpos_170	HMDB0033127		-1.811431143	1
ESIpos_170		C01785	-1.811431143	1
ESIpos_170		C15571	-1.811431143	1
ESIpos_171			-2.764417178	1
ESIpos_172			1.047436878	1
ESIpos_173			-1.245424039	1
ESIpos_174			-1.729222773	1
ESIpos_175			-1.013522655	1
ESIpos_176			1.041918991	1
ESIpos_177			-1.012363099	1
ESIpos_178			-1.003213044	1
ESIpos_179			-5.93442623	1
ESIpos_180			-1.029175871	1
ESIpos_181			-1.019567189	1
ESIpos_182			-1.040011546	1
ESIpos_183			-1.025858516	1
ESIpos_184			-1.014344062	1
ESIpos_185			1.007151346	1
ESIpos_186	HMDB0000630	C00380	-4.787530266	1
ESIpos_187	HMDB0004230	C05942	-4.510338346	1
ESIpos_187	HMDB0038175		-4.510338346	1
ESIpos_187		C01059	-4.510338346	1
ESIpos_187		C02932	-4.510338346	1
ESIpos_187		C03056	-4.510338346	1
ESIpos_187		C03927	-4.510338346	1
ESIpos_188			-2.636126704	1
ESIpos_189	HMDB0000056	C00099	-1.078236707	1
ESIpos_189	HMDB0000161	C00041	-1.078236707	1
ESIpos_189	HMDB0000271	C00213	-1.078236707	1
ESIpos_189	HMDB0001310	C00133	-1.078236707	1
ESIpos_189	HMDB0031219	C01537	-1.078236707	1
ESIpos_189	HMDB0062251	C01401	-1.078236707	1
ESIpos_189		C02116	-1.078236707	1
ESIpos_189		C11488	-1.078236707	1
ESIpos_190	HMDB0000630	C00380	-3.306251801	1
ESIpos_191	HMDB0031163		NaN	1
ESIpos_191	HMDB0031308		NaN	1
ESIpos_191	HMDB0037837		NaN	1
ESIpos_191	HMDB0037838		NaN	1
ESIpos_191	HMDB0037858		NaN	1
ESIpos_191	HMDB0037859		NaN	1
ESIpos_191	HMDB0037863		NaN	1
ESIpos_191	HMDB0039584		NaN	1
ESIpos_191	HMDB0040148		NaN	1
ESIpos_191		C19548	NaN	1
ESIpos_192			-1.22345679	1
ESIpos_193	HMDB0015106		1.030339131	1
ESIpos_194	HMDB0015106		NaN	1
ESIpos_195	HMDB0000300	C00106	1.062689871	1
ESIpos_195	HMDB0060760		1.062689871	1
ESIpos_195		C18474	1.062689871	1
ESIpos_196	HMDB0000190	C00186	1.007626335	1
ESIpos_196	HMDB0000700	C01013	1.007626335	1
ESIpos_196	HMDB0001051	C02154	1.007626335	1
ESIpos_196	HMDB0001311	C00256	1.007626335	1
ESIpos_196	HMDB0001882	C00184	1.007626335	1
ESIpos_196	HMDB0029580		1.007626335	1
ESIpos_196	HMDB0031232		1.007626335	1
ESIpos_196	HMDB0041929		1.007626335	1
ESIpos_196	HMDB0144295		1.007626335	1
ESIpos_196		C00577	1.007626335	1
ESIpos_196		C01432	1.007626335	1
ESIpos_196		C02426	1.007626335	1
ESIpos_197	HMDB0001164	C04221	-8.345566078	0.170687804
ESIpos_197	HMDB0029581		-8.345566078	0.170687804
ESIpos_197	HMDB0031344	C06105	-8.345566078	0.170687804
ESIpos_197	HMDB0031543		-8.345566078	0.170687804
ESIpos_197	HMDB0031759		-8.345566078	0.170687804
ESIpos_197	HMDB0032233		-8.345566078	0.170687804
ESIpos_197	HMDB0033569		-8.345566078	0.170687804
ESIpos_197	HMDB0034247		-8.345566078	0.170687804
ESIpos_197	HMDB0039778		-8.345566078	0.170687804
ESIpos_197	HMDB0040260		-8.345566078	0.170687804
ESIpos_197		C01066	-8.345566078	0.170687804
ESIpos_197		C04091	-8.345566078	0.170687804
ESIpos_197		C08063	-8.345566078	0.170687804
ESIpos_197		C08502	-8.345566078	0.170687804
ESIpos_198	HMDB0003156	C00265	-1.03158388	1
ESIpos_198	HMDB0030061		-1.03158388	1
ESIpos_198	HMDB0031213	C14687	-1.03158388	1
ESIpos_198	HMDB0031320		-1.03158388	1
ESIpos_198	HMDB0033007	C03044	-1.03158388	1
ESIpos_198		C03046	-1.03158388	1
ESIpos_198		C20335	-1.03158388	1
ESIpos_198		C20657	-1.03158388	1
ESIpos_198		C21290	-1.03158388	1
ESIpos_199			-1.213387806	1
ESIpos_200	HMDB0001164	C04221	2.227394808	1
ESIpos_200	HMDB0029581		2.227394808	1
ESIpos_200	HMDB0031344	C06105	2.227394808	1
ESIpos_200	HMDB0031543		2.227394808	1
ESIpos_200	HMDB0031759		2.227394808	1
ESIpos_200	HMDB0032233		2.227394808	1
ESIpos_200	HMDB0033569		2.227394808	1
ESIpos_200	HMDB0034247		2.227394808	1
ESIpos_200	HMDB0039778		2.227394808	1
ESIpos_200	HMDB0040260		2.227394808	1
ESIpos_200		C01066	2.227394808	1
ESIpos_200		C04091	2.227394808	1
ESIpos_200		C08063	2.227394808	1
ESIpos_200		C08502	2.227394808	1
ESIpos_201			-2.084582019	1
ESIpos_202			-1.102971768	1
ESIpos_203			-1.230525473	1
ESIpos_204			-1.047273	1
ESIpos_205			-1.158918262	1
ESIpos_206			-1.152487169	1
ESIpos_207			3.849073773	1
ESIpos_208			-1.042859466	1
ESIpos_209	HMDB0032974		-1.171041584	1
ESIpos_209	HMDB0032975		-1.171041584	1
ESIpos_209	HMDB0032976		-1.171041584	1
ESIpos_209	HMDB0033867		-1.171041584	1
ESIpos_209	HMDB0038460		-1.171041584	1
ESIpos_209	HMDB0040036		-1.171041584	1
ESIpos_210			-1.049600393	1
ESIpos_211	HMDB0031199		-1.073296227	1
ESIpos_211	HMDB0031702		-1.073296227	1
ESIpos_211	HMDB0037293		-1.073296227	1
ESIpos_211	HMDB0062769	C06593	-1.073296227	1
ESIpos_212	HMDB0031199		-1.092582983	1
ESIpos_212	HMDB0031702		-1.092582983	1
ESIpos_212	HMDB0037293		-1.092582983	1
ESIpos_212	HMDB0062769	C06593	-1.092582983	1
ESIpos_213			-1.691355599	1
ESIpos_214	HMDB0000562	C00791	-2.191049949	1
ESIpos_214		C19280	-2.191049949	1
ESIpos_215	HMDB0031199		-1.385773702	1
ESIpos_215	HMDB0031702		-1.385773702	1
ESIpos_215	HMDB0037293		-1.385773702	1
ESIpos_215	HMDB0062769	C06593	-1.385773702	1
ESIpos_216			1.060237857	1
ESIpos_217			-3.020469432	1
ESIpos_218			1.167818536	1
ESIpos_219			-1.787840699	1
ESIpos_220			1.154989953	1
ESIpos_221			-1.114801913	1
ESIpos_222	HMDB0031859		-1.500739426	1
ESIpos_222	HMDB0060461		-1.500739426	1
ESIpos_222		C00596	-1.500739426	1
ESIpos_222		C07091	-1.500739426	1
ESIpos_222		C21187	-1.500739426	1
ESIpos_223			1.586168224	1
ESIpos_224			-1.596446742	1
ESIpos_225			1.013814763	1
ESIpos_226	HMDB0000323		-1.010090938	1
ESIpos_226	HMDB0061162		-1.010090938	1
ESIpos_226		C19284	-1.010090938	1
ESIpos_226		C19781	-1.010090938	1
ESIpos_227	HMDB0000453		1.023720026	1
ESIpos_227	HMDB0003843		1.023720026	1
ESIpos_227	HMDB0010719		1.023720026	1
ESIpos_227	HMDB0029487		1.023720026	1
ESIpos_227	HMDB0031158		1.023720026	1
ESIpos_227	HMDB0031491		1.023720026	1
ESIpos_227	HMDB0031492		1.023720026	1
ESIpos_227	HMDB0031501		1.023720026	1
ESIpos_227	HMDB0031559		1.023720026	1
ESIpos_227	HMDB0031560		1.023720026	1
ESIpos_227	HMDB0031561		1.023720026	1
ESIpos_227	HMDB0031562		1.023720026	1
ESIpos_227	HMDB0032490		1.023720026	1
ESIpos_227	HMDB0033568		1.023720026	1
ESIpos_227	HMDB0039581		1.023720026	1
ESIpos_227	HMDB0040328		1.023720026	1
ESIpos_227	HMDB0060476		1.023720026	1
ESIpos_227	HMDB0061929		1.023720026	1
ESIpos_227		C01147	1.023720026	1
ESIpos_227		C01880	1.023720026	1
ESIpos_227		C03228	1.023720026	1
ESIpos_228	HMDB0000453		-1.253341178	1
ESIpos_228	HMDB0003843		-1.253341178	1
ESIpos_228	HMDB0010719		-1.253341178	1
ESIpos_228	HMDB0029487		-1.253341178	1
ESIpos_228	HMDB0031158		-1.253341178	1
ESIpos_228	HMDB0031491		-1.253341178	1
ESIpos_228	HMDB0031492		-1.253341178	1
ESIpos_228	HMDB0031501		-1.253341178	1
ESIpos_228	HMDB0031559		-1.253341178	1
ESIpos_228	HMDB0031560		-1.253341178	1
ESIpos_228	HMDB0031561		-1.253341178	1
ESIpos_228	HMDB0031562		-1.253341178	1
ESIpos_228	HMDB0032490		-1.253341178	1
ESIpos_228	HMDB0033568		-1.253341178	1
ESIpos_228	HMDB0039581		-1.253341178	1
ESIpos_228	HMDB0040328		-1.253341178	1
ESIpos_228	HMDB0060476		-1.253341178	1
ESIpos_228	HMDB0061929		-1.253341178	1
ESIpos_228		C01147	-1.253341178	1
ESIpos_228		C01880	-1.253341178	1
ESIpos_228		C03228	-1.253341178	1
ESIpos_229			-1.18978974	1
ESIpos_230			5.421695275	0.709924403
ESIpos_231			-1.080189688	1
ESIpos_232			-1.663292507	1
ESIpos_233			-1.124737423	1
ESIpos_234			1.121677762	1
ESIpos_235	HMDB0000162	C00148	-1.109119885	1
ESIpos_235	HMDB0003411	C00763	-1.109119885	1
ESIpos_235	HMDB0012880	C18170	-1.109119885	1
ESIpos_235	HMDB0030409		-1.109119885	1
ESIpos_235	HMDB0034208		-1.109119885	1
ESIpos_235		C16435	-1.109119885	1
ESIpos_236	HMDB0000162	C00148	-1.407034894	1
ESIpos_236	HMDB0003411	C00763	-1.407034894	1
ESIpos_236	HMDB0012880	C18170	-1.407034894	1
