Feature_ID	HMP	KEGG_Entry	Fold_Change	Benjamini-Hochberg_P-Value_Final
ESIneg_336	HMDB0061912		-1.072403119	1
ESIneg_336	HMDB0061913		-1.072403119	1
ESIneg_337	HMDB0031303		1.141359831	1
ESIneg_337	HMDB0031306		1.141359831	1
ESIneg_337	HMDB0031847		1.141359831	1
ESIneg_337	HMDB0033285		1.141359831	1
ESIneg_337	HMDB0033517		1.141359831	1
ESIneg_337	HMDB0038072		1.141359831	1
ESIneg_337	HMDB0040594		1.141359831	1
ESIneg_337	HMDB0040732		1.141359831	1
ESIneg_337		C01125	1.141359831	1
ESIneg_337		C06719	1.141359831	1
ESIneg_337		C06761	1.141359831	1
ESIneg_337		C11354	1.141359831	1
ESIneg_337		C20240	1.141359831	1
ESIneg_337		C20443	1.141359831	1
ESIneg_337		C20717	1.141359831	1
ESIneg_338	HMDB0001140	C01545	NaN	1
ESIneg_338	HMDB0029574		NaN	1
ESIneg_338	HMDB0030030	C07288	NaN	1
ESIneg_338	HMDB0031294		NaN	1
ESIneg_338	HMDB0031295	C17145	NaN	1
ESIneg_338	HMDB0031296		NaN	1
ESIneg_338	HMDB0031298		NaN	1
ESIneg_338	HMDB0031299	C14272	NaN	1
ESIneg_338	HMDB0031300		NaN	1
ESIneg_338	HMDB0032402		NaN	1
ESIneg_338	HMDB0032450		NaN	1
ESIneg_338	HMDB0035231		NaN	1
ESIneg_338	HMDB0035768		NaN	1
ESIneg_338	HMDB0037181		NaN	1
ESIneg_338	HMDB0061912		NaN	1
ESIneg_338	HMDB0061913		NaN	1
ESIneg_339			-1.092486951	1
ESIneg_340			1.133487389	1
ESIneg_341	HMDB0094697		3.296659197	1
ESIneg_341	HMDB0000070	C00408	3.296659197	1
ESIneg_341	HMDB0000716	C00408	3.296659197	1
ESIneg_341	HMDB0004226	C05936	3.296659197	1
ESIneg_341	HMDB0005960		3.296659197	1
ESIneg_341	HMDB0015212	C07500	3.296659197	1
ESIneg_341	HMDB0029435		3.296659197	1
ESIneg_341	HMDB0029444		3.296659197	1
ESIneg_341	HMDB0059649		3.296659197	1
ESIneg_341	HMDB0062225	C03969	3.296659197	1
ESIneg_341	HMDB0062767		3.296659197	1
ESIneg_341	HMDB0094696		3.296659197	1
ESIneg_341		C13696	3.296659197	1
ESIneg_342	HMDB0062585	C04281	1.384702397	1
ESIneg_342	HMDB0000267	C01879	1.384702397	1
ESIneg_342	HMDB0000805	C02237	1.384702397	1
ESIneg_342	HMDB0001369	C04281	1.384702397	1
ESIneg_342	HMDB0001843		1.384702397	1
ESIneg_342	HMDB0002234	C04282	1.384702397	1
ESIneg_342	HMDB0060262		1.384702397	1
ESIneg_342	HMDB0061093		1.384702397	1
ESIneg_342		C01877	1.384702397	1
ESIneg_343			1.011981407	1
ESIneg_344	HMDB0062585	C04281	1.451852386	1
ESIneg_344	HMDB0000267	C01879	1.451852386	1
ESIneg_344	HMDB0000805	C02237	1.451852386	1
ESIneg_344	HMDB0001369	C04281	1.451852386	1
ESIneg_344	HMDB0001843		1.451852386	1
ESIneg_344	HMDB0002234	C04282	1.451852386	1
ESIneg_344	HMDB0060262		1.451852386	1
ESIneg_344	HMDB0061093		1.451852386	1
ESIneg_344		C01877	1.451852386	1
ESIneg_345	HMDB0062585	C04281	1.082094315	1
ESIneg_345	HMDB0000267	C01879	1.082094315	1
ESIneg_345	HMDB0000805	C02237	1.082094315	1
ESIneg_345	HMDB0001369	C04281	1.082094315	1
ESIneg_345	HMDB0001843		1.082094315	1
ESIneg_345	HMDB0002234	C04282	1.082094315	1
ESIneg_345	HMDB0060262		1.082094315	1
ESIneg_345	HMDB0061093		1.082094315	1
ESIneg_345		C01877	1.082094315	1
ESIneg_346			4.759631776	1
ESIneg_347			1.03705036	1
ESIneg_348	HMDB0000620	C02214	-2.934671838	1
ESIneg_348	HMDB0000634	C02226	-2.934671838	1
ESIneg_348	HMDB0000749	C01732	-2.934671838	1
ESIneg_348	HMDB0002092	C00490	-2.934671838	1
ESIneg_348	HMDB0013233	C02800	-2.934671838	1
ESIneg_348	HMDB0033809		-2.934671838	1
ESIneg_348	HMDB0059743		-2.934671838	1
ESIneg_348	HMDB0060365		-2.934671838	1
ESIneg_348	HMDB0061185		-2.934671838	1
ESIneg_348		C00433	-2.934671838	1
ESIneg_348		C02132	-2.934671838	1
ESIneg_349	HMDB0000620	C02214	1.391236164	1
ESIneg_349	HMDB0000634	C02226	1.391236164	1
ESIneg_349	HMDB0000749	C01732	1.391236164	1
ESIneg_349	HMDB0002092	C00490	1.391236164	1
ESIneg_349	HMDB0013233	C02800	1.391236164	1
ESIneg_349	HMDB0033809		1.391236164	1
ESIneg_349	HMDB0059743		1.391236164	1
ESIneg_349	HMDB0060365		1.391236164	1
ESIneg_349	HMDB0061185		1.391236164	1
ESIneg_349		C00433	1.391236164	1
ESIneg_349		C02132	1.391236164	1
ESIneg_350	HMDB0000620	C02214	-2.936504272	1
ESIneg_350	HMDB0000634	C02226	-2.936504272	1
ESIneg_350	HMDB0000749	C01732	-2.936504272	1
ESIneg_350	HMDB0002092	C00490	-2.936504272	1
ESIneg_350	HMDB0013233	C02800	-2.936504272	1
ESIneg_350	HMDB0033809		-2.936504272	1
ESIneg_350	HMDB0059743		-2.936504272	1
ESIneg_350	HMDB0060365		-2.936504272	1
ESIneg_350	HMDB0061185		-2.936504272	1
ESIneg_350		C00433	-2.936504272	1
ESIneg_350		C02132	-2.936504272	1
ESIneg_351	HMDB0000620	C02214	-1.193866394	1
ESIneg_351	HMDB0000634	C02226	-1.193866394	1
ESIneg_351	HMDB0000749	C01732	-1.193866394	1
ESIneg_351	HMDB0002092	C00490	-1.193866394	1
ESIneg_351	HMDB0013233	C02800	-1.193866394	1
ESIneg_351	HMDB0033809		-1.193866394	1
ESIneg_351	HMDB0059743		-1.193866394	1
ESIneg_351	HMDB0060365		-1.193866394	1
ESIneg_351	HMDB0061185		-1.193866394	1
ESIneg_351		C00433	-1.193866394	1
ESIneg_351		C02132	-1.193866394	1
ESIneg_352	HMDB0000620	C02214	-3.098369011	1
ESIneg_352	HMDB0000634	C02226	-3.098369011	1
ESIneg_352	HMDB0000749	C01732	-3.098369011	1
ESIneg_352	HMDB0002092	C00490	-3.098369011	1
ESIneg_352	HMDB0013233	C02800	-3.098369011	1
ESIneg_352	HMDB0033809		-3.098369011	1
ESIneg_352	HMDB0059743		-3.098369011	1
ESIneg_352	HMDB0060365		-3.098369011	1
ESIneg_352	HMDB0061185		-3.098369011	1
ESIneg_352		C00433	-3.098369011	1
ESIneg_352		C02132	-3.098369011	1
ESIneg_353			1.382959465	1
ESIneg_354	HMDB0041602		-19.8606269	0.147477673
ESIneg_354	HMDB0000408		-19.8606269	0.147477673
ESIneg_354	HMDB0000491	C03465	-19.8606269	0.147477673
ESIneg_354	HMDB0000695	C00233	-19.8606269	0.147477673
ESIneg_354	HMDB0001864	C00902	-19.8606269	0.147477673
ESIneg_354	HMDB0006024		-19.8606269	0.147477673
ESIneg_354	HMDB0010717	C02122	-19.8606269	0.147477673
ESIneg_354	HMDB0012882	C06102	-19.8606269	0.147477673
ESIneg_354	HMDB0031214		-19.8606269	0.147477673
ESIneg_354	HMDB0031216		-19.8606269	0.147477673
ESIneg_354	HMDB0031218	C03500	-19.8606269	0.147477673
ESIneg_354	HMDB0033286		-19.8606269	0.147477673
ESIneg_354	HMDB0033302		-19.8606269	0.147477673
ESIneg_354	HMDB0033698		-19.8606269	0.147477673
ESIneg_354	HMDB0061881	C02129	-19.8606269	0.147477673
ESIneg_354		C00671	-19.8606269	0.147477673
ESIneg_354		C01012	-19.8606269	0.147477673
ESIneg_354		C03241	-19.8606269	0.147477673
ESIneg_354		C03467	-19.8606269	0.147477673
ESIneg_354		C06008	-19.8606269	0.147477673
ESIneg_354		C12314	-19.8606269	0.147477673
ESIneg_354		C14530	-19.8606269	0.147477673
ESIneg_355	HMDB0041602		-44.46270664	0.815573192
ESIneg_355	HMDB0000408		-44.46270664	0.815573192
ESIneg_355	HMDB0000491	C03465	-44.46270664	0.815573192
ESIneg_355	HMDB0000695	C00233	-44.46270664	0.815573192
ESIneg_355	HMDB0001864	C00902	-44.46270664	0.815573192
ESIneg_355	HMDB0006024		-44.46270664	0.815573192
ESIneg_355	HMDB0010717	C02122	-44.46270664	0.815573192
ESIneg_355	HMDB0012882	C06102	-44.46270664	0.815573192
ESIneg_355	HMDB0031214		-44.46270664	0.815573192
ESIneg_355	HMDB0031216		-44.46270664	0.815573192
ESIneg_355	HMDB0031218	C03500	-44.46270664	0.815573192
ESIneg_355	HMDB0033286		-44.46270664	0.815573192
ESIneg_355	HMDB0033302		-44.46270664	0.815573192
ESIneg_355	HMDB0033698		-44.46270664	0.815573192
ESIneg_355	HMDB0061881	C02129	-44.46270664	0.815573192
ESIneg_355		C00671	-44.46270664	0.815573192
ESIneg_355		C01012	-44.46270664	0.815573192
ESIneg_355		C03241	-44.46270664	0.815573192
ESIneg_355		C03467	-44.46270664	0.815573192
ESIneg_355		C06008	-44.46270664	0.815573192
ESIneg_355		C12314	-44.46270664	0.815573192
ESIneg_355		C14530	-44.46270664	0.815573192
ESIneg_356			1.049434486	1
ESIneg_357	HMDB0000620	C02214	1.305177358	1
ESIneg_357	HMDB0000634	C02226	1.305177358	1
ESIneg_357	HMDB0000749	C01732	1.305177358	1
ESIneg_357	HMDB0002092	C00490	1.305177358	1
ESIneg_357	HMDB0013233	C02800	1.305177358	1
ESIneg_357	HMDB0033809		1.305177358	1
ESIneg_357	HMDB0059743		1.305177358	1
ESIneg_357	HMDB0060365		1.305177358	1
ESIneg_357	HMDB0061185		1.305177358	1
ESIneg_357		C00433	1.305177358	1
ESIneg_357		C02132	1.305177358	1
ESIneg_358	HMDB0000666	C17714	-1.198258111	1
ESIneg_358	HMDB0030028	C12290	-1.198258111	1
ESIneg_358	HMDB0030052		-1.198258111	1
ESIneg_358	HMDB0031528	C12296	-1.198258111	1
ESIneg_358	HMDB0031594		-1.198258111	1
ESIneg_358	HMDB0031595		-1.198258111	1
ESIneg_358	HMDB0031600		-1.198258111	1
ESIneg_358	HMDB0032204		-1.198258111	1
ESIneg_358	HMDB0032874		-1.198258111	1
ESIneg_358	HMDB0033745		-1.198258111	1
ESIneg_358	HMDB0034166		-1.198258111	1
ESIneg_358	HMDB0034239		-1.198258111	1
ESIneg_358	HMDB0035238		-1.198258111	1
ESIneg_358	HMDB0036209		-1.198258111	1
ESIneg_358	HMDB0036237		-1.198258111	1
ESIneg_358	HMDB0036238		-1.198258111	1
ESIneg_358	HMDB0038227		-1.198258111	1
ESIneg_358	HMDB0039095		-1.198258111	1
ESIneg_358	HMDB0039618		-1.198258111	1
ESIneg_358	HMDB0039619		-1.198258111	1
ESIneg_358	HMDB0040297		-1.198258111	1
ESIneg_359	HMDB0031370		-1.218020917	1
ESIneg_359	HMDB0037493		-1.218020917	1
ESIneg_359	HMDB0040238		-1.218020917	1
ESIneg_360			-1.562953781	1
ESIneg_361			-24.5068694	1
ESIneg_362	HMDB0001183	C00756	-1.28533805	1
ESIneg_362	HMDB0013818		-1.28533805	1
ESIneg_362	HMDB0030070	C17144	-1.28533805	1
ESIneg_362	HMDB0031231	C02498	-1.28533805	1
ESIneg_362	HMDB0031589		-1.28533805	1
ESIneg_362	HMDB0034261		-1.28533805	1
ESIneg_362	HMDB0036166		-1.28533805	1
ESIneg_362	HMDB0037791		-1.28533805	1
ESIneg_362	HMDB0059859		-1.28533805	1
ESIneg_362	HMDB0094707		-1.28533805	1
ESIneg_363			1.275042505	1
ESIneg_364	HMDB0001183	C00756	-1.076573311	1
ESIneg_364	HMDB0013818		-1.076573311	1
ESIneg_364	HMDB0030070	C17144	-1.076573311	1
ESIneg_364	HMDB0031231	C02498	-1.076573311	1
ESIneg_364	HMDB0031589		-1.076573311	1
ESIneg_364	HMDB0034261		-1.076573311	1
ESIneg_364	HMDB0036166		-1.076573311	1
ESIneg_364	HMDB0037791		-1.076573311	1
ESIneg_364	HMDB0059859		-1.076573311	1
ESIneg_364	HMDB0094707		-1.076573311	1
ESIneg_365			1.028948902	1
ESIneg_366			1.394872222	1
ESIneg_367	HMDB0000725	C01157	-1.240668031	1
ESIneg_367	HMDB0000766		-1.240668031	1
ESIneg_367	HMDB0000783		-1.240668031	1
ESIneg_367	HMDB0001149	C00430	-1.240668031	1
ESIneg_367	HMDB0002104	C01165	-1.240668031	1
ESIneg_367	HMDB0002113	C04397	-1.240668031	1
ESIneg_367	HMDB0006272	C01110	-1.240668031	1
ESIneg_367	HMDB0036576		-1.240668031	1
ESIneg_367	HMDB0059659	C05147	-1.240668031	1
ESIneg_367	HMDB0060460	C03440	-1.240668031	1
ESIneg_367	HMDB0061880	C01073	-1.240668031	1
ESIneg_367	HMDB0240251		-1.240668031	1
ESIneg_367		C01015	-1.240668031	1
ESIneg_367		C03341	-1.240668031	1
ESIneg_367		C03651	-1.240668031	1
ESIneg_367		C03741	-1.240668031	1
ESIneg_367		C19706	-1.240668031	1
ESIneg_368	HMDB0000466	C08313	-5.350287776	1
ESIneg_368	HMDB0034236		-5.350287776	1
ESIneg_368		C02596	-5.350287776	1
ESIneg_369			-23.36478685	1
ESIneg_370			-1.644439245	1
ESIneg_371			-6.104895105	1
ESIneg_372			1.292374413	1
ESIneg_373	HMDB0000064	C00300	1.614460482	1
ESIneg_373	HMDB0013222	C03065	1.614460482	1
ESIneg_374	HMDB0000172	C00407	-1.085121822	1
ESIneg_374	HMDB0000557		-1.085121822	1
ESIneg_374	HMDB0000687	C00123	-1.085121822	1
ESIneg_374	HMDB0001645	C01933	-1.085121822	1
ESIneg_374	HMDB0001901	C02378	-1.085121822	1
ESIneg_374	HMDB0003640	C02486	-1.085121822	1
ESIneg_374	HMDB0013773	C01570	-1.085121822	1
ESIneg_374	HMDB0029168		-1.085121822	1
ESIneg_374	HMDB0033923	C16434	-1.085121822	1
ESIneg_374	HMDB0036382		-1.085121822	1
ESIneg_374	HMDB0060650		-1.085121822	1
ESIneg_374	HMDB0061716		-1.085121822	1
ESIneg_374	HMDB0062203	C16439	-1.085121822	1
ESIneg_374		C06418	-1.085121822	1
ESIneg_374		C08263	-1.085121822	1
ESIneg_374		C16647	-1.085121822	1
ESIneg_374		C21092	-1.085121822	1
ESIneg_374		C21096	-1.085121822	1
ESIneg_375			-16.21660184	0.435579299
ESIneg_376	HMDB0000172	C00407	1.009009913	1
ESIneg_376	HMDB0000557		1.009009913	1
ESIneg_376	HMDB0000687	C00123	1.009009913	1
ESIneg_376	HMDB0001645	C01933	1.009009913	1
ESIneg_376	HMDB0001901	C02378	1.009009913	1
ESIneg_376	HMDB0003640	C02486	1.009009913	1
ESIneg_376	HMDB0013773	C01570	1.009009913	1
ESIneg_376	HMDB0029168		1.009009913	1
ESIneg_376	HMDB0033923	C16434	1.009009913	1
ESIneg_376	HMDB0036382		1.009009913	1
ESIneg_376	HMDB0060650		1.009009913	1
ESIneg_376	HMDB0061716		1.009009913	1
ESIneg_376	HMDB0062203	C16439	1.009009913	1
ESIneg_376		C06418	1.009009913	1
ESIneg_376		C08263	1.009009913	1
ESIneg_376		C16647	1.009009913	1
ESIneg_376		C21092	1.009009913	1
ESIneg_376		C21096	1.009009913	1
ESIneg_377	HMDB0000172	C00407	1.028222541	1
ESIneg_377	HMDB0000557		1.028222541	1
ESIneg_377	HMDB0000687	C00123	1.028222541	1
ESIneg_377	HMDB0001645	C01933	1.028222541	1
ESIneg_377	HMDB0001901	C02378	1.028222541	1
ESIneg_377	HMDB0003640	C02486	1.028222541	1
ESIneg_377	HMDB0013773	C01570	1.028222541	1
ESIneg_377	HMDB0029168		1.028222541	1
ESIneg_377	HMDB0033923	C16434	1.028222541	1
ESIneg_377	HMDB0036382		1.028222541	1
ESIneg_377	HMDB0060650		1.028222541	1
ESIneg_377	HMDB0061716		1.028222541	1
ESIneg_377	HMDB0062203	C16439	1.028222541	1
ESIneg_377		C06418	1.028222541	1
ESIneg_377		C08263	1.028222541	1
ESIneg_377		C16647	1.028222541	1
ESIneg_377		C21092	1.028222541	1
ESIneg_377		C21096	1.028222541	1
ESIneg_378			-1.500330907	1
ESIneg_379			-4.58974749	1
ESIneg_380			-1.159541209	1
ESIneg_381			-1.856617715	1
ESIneg_382			1.094889396	1
ESIneg_383			-1.198589012	1
ESIneg_384			1.197534365	1
ESIneg_385			1.191161434	1
ESIneg_386			-1.176774481	1
ESIneg_387			-1.081799548	1
ESIneg_388			1.21506098	1
ESIneg_389			1.217632535	1
ESIneg_390			1.204814279	1
ESIneg_391			-1.615625755	1
ESIneg_392			1.042671507	1
ESIneg_393			-1.003392341	1
ESIneg_394			-1.028379072	1
ESIneg_395			1.162315819	1
ESIneg_396			3.269575314	1
ESIneg_397			-1.035457395	1
ESIneg_398			-1.547798857	1
ESIneg_399			-1.032678657	1
ESIneg_400			-1.052429986	1
ESIneg_401			1.175145505	1
ESIneg_402			-1.274124514	1
ESIneg_403	HMDB0031519		-1.217800581	1
ESIneg_403	HMDB0032237		-1.217800581	1
ESIneg_403	HMDB0032430		-1.217800581	1
ESIneg_403	HMDB0035176		-1.217800581	1
ESIneg_403	HMDB0039843		-1.217800581	1
ESIneg_404	HMDB0000576		-1.003731018	1
ESIneg_404	HMDB0000622		-1.003731018	1
ESIneg_404	HMDB0000661	C00489	-1.003731018	1
ESIneg_404	HMDB0001844	C08645	-1.003731018	1
ESIneg_404	HMDB0002001		-1.003731018	1
ESIneg_404	HMDB0006833	C00900	-1.003731018	1
ESIneg_404	HMDB0006855	C06010	-1.003731018	1
ESIneg_404	HMDB0029884		-1.003731018	1
ESIneg_404	HMDB0033958		-1.003731018	1
ESIneg_404	HMDB0040531		-1.003731018	1
ESIneg_404	HMDB0061879		-1.003731018	1
ESIneg_404		C02674	-1.003731018	1
ESIneg_404		C03589	-1.003731018	1
ESIneg_404		C04106	-1.003731018	1
ESIneg_404		C04181	-1.003731018	1
ESIneg_404		C11838	-1.003731018	1
ESIneg_405			-5.787272727	1
ESIneg_406	HMDB0000317		-3.309649768	1
ESIneg_406	HMDB0000409		-3.309649768	1
ESIneg_406	HMDB0000525		-3.309649768	1
ESIneg_406	HMDB0000624	C03264	-3.309649768	1
ESIneg_406	HMDB0000665		-3.309649768	1
ESIneg_406	HMDB0000746		-3.309649768	1
ESIneg_406	HMDB0001624		-3.309649768	1
ESIneg_406	HMDB0001975		-3.309649768	1
ESIneg_406	HMDB0010718		-3.309649768	1
ESIneg_406	HMDB0012843	C06103	-3.309649768	1
ESIneg_406	HMDB0029166		-3.309649768	1
ESIneg_406	HMDB0032158		-3.309649768	1
ESIneg_406	HMDB0032456	C07834	-3.309649768	1
ESIneg_406	HMDB0033851		-3.309649768	1
ESIneg_406	HMDB0040409		-3.309649768	1
ESIneg_406	HMDB0041844		-3.309649768	1
ESIneg_406	HMDB0059770		-3.309649768	1
ESIneg_406	HMDB0061652		-3.309649768	1
ESIneg_406		C03499	-3.309649768	1
ESIneg_407	HMDB0033171		-7.650611154	0.640181355
ESIneg_407	HMDB0033173		-7.650611154	0.640181355
ESIneg_407		C01819	-7.650611154	0.640181355
ESIneg_408	HMDB0000317		-2.795049682	1
ESIneg_408	HMDB0000409		-2.795049682	1
ESIneg_408	HMDB0000525		-2.795049682	1
ESIneg_408	HMDB0000624	C03264	-2.795049682	1
ESIneg_408	HMDB0000665		-2.795049682	1
ESIneg_408	HMDB0000746		-2.795049682	1
ESIneg_408	HMDB0001624		-2.795049682	1
ESIneg_408	HMDB0001975		-2.795049682	1
ESIneg_408	HMDB0010718		-2.795049682	1
ESIneg_408	HMDB0012843	C06103	-2.795049682	1
ESIneg_408	HMDB0029166		-2.795049682	1
ESIneg_408	HMDB0032158		-2.795049682	1
ESIneg_408	HMDB0032456	C07834	-2.795049682	1
ESIneg_408	HMDB0033851		-2.795049682	1
ESIneg_408	HMDB0040409		-2.795049682	1
ESIneg_408	HMDB0041844		-2.795049682	1
ESIneg_408	HMDB0059770		-2.795049682	1
ESIneg_408	HMDB0061652		-2.795049682	1
ESIneg_408		C03499	-2.795049682	1
ESIneg_409	HMDB0000317		-4.022758665	1
ESIneg_409	HMDB0000409		-4.022758665	1
ESIneg_409	HMDB0000525		-4.022758665	1
ESIneg_409	HMDB0000624	C03264	-4.022758665	1
ESIneg_409	HMDB0000665		-4.022758665	1
ESIneg_409	HMDB0000746		-4.022758665	1
ESIneg_409	HMDB0001624		-4.022758665	1
ESIneg_409	HMDB0001975		-4.022758665	1
ESIneg_409	HMDB0010718		-4.022758665	1
ESIneg_409	HMDB0012843	C06103	-4.022758665	1
ESIneg_409	HMDB0029166		-4.022758665	1
ESIneg_409	HMDB0032158		-4.022758665	1
ESIneg_409	HMDB0032456	C07834	-4.022758665	1
ESIneg_409	HMDB0033851		-4.022758665	1
ESIneg_409	HMDB0040409		-4.022758665	1
ESIneg_409	HMDB0041844		-4.022758665	1
ESIneg_409	HMDB0059770		-4.022758665	1
ESIneg_409	HMDB0061652		-4.022758665	1
ESIneg_409		C03499	-4.022758665	1
ESIneg_410	HMDB0000317		1.731090305	1
ESIneg_410	HMDB0000409		1.731090305	1
ESIneg_410	HMDB0000525		1.731090305	1
ESIneg_410	HMDB0000624	C03264	1.731090305	1
ESIneg_410	HMDB0000665		1.731090305	1
ESIneg_410	HMDB0000746		1.731090305	1
ESIneg_410	HMDB0001624		1.731090305	1
ESIneg_410	HMDB0001975		1.731090305	1
ESIneg_410	HMDB0010718		1.731090305	1
ESIneg_410	HMDB0012843	C06103	1.731090305	1
ESIneg_410	HMDB0029166		1.731090305	1
ESIneg_410	HMDB0032158		1.731090305	1
ESIneg_410	HMDB0032456	C07834	1.731090305	1
ESIneg_410	HMDB0033851		1.731090305	1
ESIneg_410	HMDB0040409		1.731090305	1
ESIneg_410	HMDB0041844		1.731090305	1
ESIneg_410	HMDB0059770		1.731090305	1
ESIneg_410	HMDB0061652		1.731090305	1
ESIneg_410		C03499	1.731090305	1
ESIneg_411	HMDB0000317		2.037431964	1
ESIneg_411	HMDB0000409		2.037431964	1
ESIneg_411	HMDB0000525		2.037431964	1
ESIneg_411	HMDB0000624	C03264	2.037431964	1
ESIneg_411	HMDB0000665		2.037431964	1
ESIneg_411	HMDB0000746		2.037431964	1
ESIneg_411	HMDB0001624		2.037431964	1
ESIneg_411	HMDB0001975		2.037431964	1
ESIneg_411	HMDB0010718		2.037431964	1
ESIneg_411	HMDB0012843	C06103	2.037431964	1
ESIneg_411	HMDB0029166		2.037431964	1
ESIneg_411	HMDB0032158		2.037431964	1
ESIneg_411	HMDB0032456	C07834	2.037431964	1
ESIneg_411	HMDB0033851		2.037431964	1
ESIneg_411	HMDB0040409		2.037431964	1
ESIneg_411	HMDB0041844		2.037431964	1
ESIneg_411	HMDB0059770		2.037431964	1
ESIneg_411	HMDB0061652		2.037431964	1
ESIneg_411		C03499	2.037431964	1
ESIneg_412			-1.397700631	1
ESIneg_413	HMDB0032303		-1.101054186	1
ESIneg_413	HMDB0032304		-1.101054186	1
ESIneg_414			-1.343014628	1
ESIneg_415	HMDB0000026	C02642	-1.615116684	1
ESIneg_415	HMDB0000168	C00152	-1.615116684	1
ESIneg_415	HMDB0011733	C02037	-1.615116684	1
ESIneg_415	HMDB0012265	C01043	-1.615116684	1
ESIneg_415	HMDB0033780	C01905	-1.615116684	1
ESIneg_415	HMDB0062812		-1.615116684	1
ESIneg_415		C16438	-1.615116684	1
ESIneg_415		C19258	-1.615116684	1
ESIneg_415		C19301	-1.615116684	1
ESIneg_416			1.279064865	1
ESIneg_417			1.023444376	1
ESIneg_418			-2.038801337	1
ESIneg_419			NaN	1
ESIneg_420			1.009165072	1
ESIneg_421			15.07741935	1
ESIneg_422			-2.06469555	1
ESIneg_423			NaN	0.922682822
ESIneg_424			NaN	1
ESIneg_425	HMDB0031658		-4.401492537	1
ESIneg_425	HMDB0032356		-4.401492537	1
ESIneg_425	HMDB0039499		-4.401492537	1
ESIneg_425		C20313	-4.401492537	1
ESIneg_426			-7.254874652	1
ESIneg_427	HMDB0062186	C16433	2.941229611	1
ESIneg_427	HMDB0062501		2.941229611	1
ESIneg_427	HMDB0000191	C00049	2.941229611	1
ESIneg_427	HMDB0006483	C00402	2.941229611	1
ESIneg_427	HMDB0011753	C19911	2.941229611	1
ESIneg_428			-1.023115585	1
ESIneg_429			1.189511257	1
ESIneg_430			-1.483213844	1
ESIneg_431			1.029168716	1
ESIneg_432			-1.055512006	1
ESIneg_433			1.033675812	1
ESIneg_434			-1.013001921	1
ESIneg_435			1.652672432	1
ESIneg_436			1.086961167	1
ESIneg_437			1.102674472	1
ESIneg_438			1.015301262	1
ESIneg_439			-1.042543813	1
ESIneg_440			-1.057260634	1
ESIneg_441			1.168605954	1
ESIneg_442			-1.023311869	1
ESIneg_443			-1.1291625	1
ESIneg_444			-1.041306553	1
ESIneg_445			-1.025681171	1
ESIneg_446			-1.043541493	1
ESIneg_447			-1.010671085	1
ESIneg_448			-1.009934551	1
ESIneg_449			-1.023758014	1
ESIneg_450	HMDB0000156	C00149	-1.192550415	1
ESIneg_450	HMDB0000744	C00711	-1.192550415	1
ESIneg_450	HMDB0031518	C00497	-1.192550415	1
ESIneg_450	HMDB0032872		-1.192550415	1
ESIneg_450		C03064	-1.192550415	1
ESIneg_451	HMDB0000973	C01293	-1.039790955	1
ESIneg_451	HMDB0001429	C00009	-1.039790955	1
ESIneg_451	HMDB0002105		-1.039790955	1
ESIneg_451	HMDB0002142	C00009	-1.039790955	1
ESIneg_451		C12554	-1.039790955	1
ESIneg_452	HMDB0127615		-1.822168203	1
ESIneg_452	HMDB0000421		-1.822168203	1
ESIneg_452	HMDB0001292	C06257	-1.822168203	1
ESIneg_452	HMDB0003224	C01801	-1.822168203	1
ESIneg_452	HMDB0012141	C04272	-1.822168203	1
ESIneg_452	HMDB0012485		-1.822168203	1
ESIneg_452	HMDB0029576		-1.822168203	1
ESIneg_452		C02783	-1.822168203	1
ESIneg_452		C04039	-1.822168203	1
ESIneg_452		C08347	-1.822168203	1
ESIneg_453	HMDB0127615		-1.900432289	1
ESIneg_453	HMDB0000421		-1.900432289	1
ESIneg_453	HMDB0001292	C06257	-1.900432289	1
ESIneg_453	HMDB0003224	C01801	-1.900432289	1
ESIneg_453	HMDB0012141	C04272	-1.900432289	1
ESIneg_453	HMDB0012485		-1.900432289	1
ESIneg_453	HMDB0029576		-1.900432289	1
ESIneg_453		C02783	-1.900432289	1
ESIneg_453		C04039	-1.900432289	1
ESIneg_453		C08347	-1.900432289	1
ESIneg_454	HMDB0127615		-1.503830216	1
ESIneg_454	HMDB0000421		-1.503830216	1
ESIneg_454	HMDB0001292	C06257	-1.503830216	1
ESIneg_454	HMDB0003224	C01801	-1.503830216	1
ESIneg_454	HMDB0012141	C04272	-1.503830216	1
ESIneg_454	HMDB0012485		-1.503830216	1
ESIneg_454	HMDB0029576		-1.503830216	1
ESIneg_454		C02783	-1.503830216	1
ESIneg_454		C04039	-1.503830216	1
ESIneg_454		C08347	-1.503830216	1
ESIneg_455	HMDB0029639		NaN	1
ESIneg_455	HMDB0029697	C02394	NaN	1
ESIneg_455	HMDB0029698	C02394	NaN	1
ESIneg_455	HMDB0030839		NaN	1
ESIneg_455	HMDB0031626		NaN	1
ESIneg_455	HMDB0032024		NaN	1
ESIneg_455	HMDB0032142		NaN	1
ESIneg_455	HMDB0032608		NaN	1
ESIneg_455	HMDB0032623		NaN	1
ESIneg_455	HMDB0033716		NaN	1
ESIneg_455	HMDB0034107	C16930	NaN	1
ESIneg_455	HMDB0034563		NaN	1
ESIneg_455	HMDB0036441		NaN	1
ESIneg_455	HMDB0059601	C01710	NaN	1
ESIneg_455	HMDB0059895		NaN	1
