SMPDB_ID	HMDB_ID
PW_C059837	HMDB0113701
PW_C060632	HMDB0114604
PW_C004803	HMDB0008755
PW_C003843	HMDB0007792
PW_C005761	HMDB0009713
PW_C061324	HMDB0112882
PW_C059838	HMDB0113702
PW_C060633	HMDB0114605
PW_C004804	HMDB0008756
PW_C003844	HMDB0007793
PW_C005762	HMDB0009714
PW_C061325	HMDB0112883
PW_C059839	HMDB0113703
PW_C060634	HMDB0114606
PW_C004805	HMDB0008757
PW_C003845	HMDB0007794
PW_C005763	HMDB0009715
PW_C061326	HMDB0112884
PW_C059840	HMDB0113704
PW_C060635	HMDB0114607
PW_C004806	HMDB0008758
PW_C003846	HMDB0007795
PW_C005764	HMDB0009716
PW_C061327	HMDB0112885
PW_C059841	HMDB0113705
PW_C060636	HMDB0114608
PW_C004807	HMDB0008759
PW_C003847	HMDB0007796
PW_C005765	HMDB0009717
PW_C061328	HMDB0112886
PW_C059842	HMDB0113706
PW_C060637	HMDB0114609
PW_C004808	HMDB0008760
PW_C003848	HMDB0007797
PW_C005766	HMDB0009718
PW_C061329	HMDB0112887
PW_C059843	HMDB0113707
PW_C060638	HMDB0114610
PW_C004809	HMDB0008761
PW_C003849	HMDB0007798
PW_C005767	HMDB0009719
PW_C061330	HMDB0112888
PW_C059844	HMDB0113708
PW_C060639	HMDB0114611
PW_C004810	HMDB0008762
PW_C003850	HMDB0007799
PW_C005768	HMDB0009720
PW_C061331	HMDB0112889
PW_C059845	HMDB0113709
PW_C060640	HMDB0114612
PW_C004811	HMDB0008763
PW_C003851	HMDB0007800
PW_C005769	HMDB0009721
PW_C061332	HMDB0112890
PW_C059846	HMDB0113710
PW_C060641	HMDB0114613
PW_C004812	HMDB0008764
PW_C003852	HMDB0007801
PW_C005770	HMDB0009722
PW_C061333	HMDB0112891
PW_C059847	HMDB0113711
PW_C060642	HMDB0114614
PW_C004813	HMDB0008765
PW_C003853	HMDB0007802
PW_C005771	HMDB0009723
PW_C061334	HMDB0112892
PW_C059848	HMDB0113712
PW_C060643	HMDB0114615
PW_C004814	HMDB0008766
PW_C003854	HMDB0007803
PW_C005772	HMDB0009724
PW_C061335	HMDB0112893
PW_C059849	HMDB0113713
PW_C060644	HMDB0114616
PW_C004815	HMDB0008767
PW_C003855	HMDB0007804
PW_C005773	HMDB0009725
PW_C061336	HMDB0112894
PW_C059850	HMDB0113714
PW_C060645	HMDB0114617
PW_C004816	HMDB0008768
PW_C003856	HMDB0007805
PW_C005774	HMDB0009726
PW_C061337	HMDB0112895
PW_C059851	HMDB0113715
PW_C060646	HMDB0114618
PW_C004817	HMDB0008769
PW_C003857	HMDB0007806
PW_C005775	HMDB0009727
PW_C061338	HMDB0112896
PW_C059852	HMDB0113716
PW_C060647	HMDB0114619
PW_C004818	HMDB0008770
PW_C003858	HMDB0007807
PW_C005776	HMDB0009728
PW_C061339	HMDB0112897
PW_C059853	HMDB0113717
PW_C060648	HMDB0114620
PW_C004819	HMDB0008771
PW_C003859	HMDB0007808
PW_C005777	HMDB0009729
PW_C061340	HMDB0112898
PW_C059854	HMDB0113718
PW_C060649	HMDB0114621
PW_C004820	HMDB0008772
PW_C003860	HMDB0007809
PW_C005778	HMDB0009730
PW_C061341	HMDB0112899
PW_C059855	HMDB0113719
PW_C060650	HMDB0114622
PW_C004821	HMDB0008773
PW_C003861	HMDB0007810
PW_C005779	HMDB0009731
PW_C061342	HMDB0112900
PW_C059856	HMDB0113720
PW_C060651	HMDB0114623
PW_C004822	HMDB0008774
PW_C003862	HMDB0007811
PW_C005780	HMDB0009732
PW_C061343	HMDB0112901
PW_C059857	HMDB0113721
PW_C060652	HMDB0114624
PW_C004823	HMDB0008775
PW_C003863	HMDB0007812
PW_C005781	HMDB0009733
PW_C061344	HMDB0112902
PW_C059858	HMDB0113722
PW_C060653	HMDB0114625
PW_C004824	HMDB0008776
PW_C003864	HMDB0007813
PW_C005782	HMDB0009734
PW_C061345	HMDB0112903
PW_C059859	HMDB0113723
PW_C060654	HMDB0114626
PW_C004825	HMDB0008777
PW_C003865	HMDB0007814
PW_C005783	HMDB0009735
PW_C061346	HMDB0112904
PW_C059860	HMDB0113724
PW_C060655	HMDB0114627
PW_C004826	HMDB0008778
PW_C003866	HMDB0007815
PW_C005784	HMDB0009736
PW_C061347	HMDB0112905
PW_C059861	HMDB0116739
PW_C060656	HMDB0116723
PW_C004827	HMDB0008779
PW_C003867	HMDB0007816
PW_C005785	HMDB0009737
PW_C061348	HMDB0112906
PW_C059862	HMDB0113725
PW_C060657	HMDB0114628
PW_C004828	HMDB0008780
PW_C003868	HMDB0007817
PW_C005786	HMDB0009738
PW_C061349	HMDB0112907
PW_C059863	HMDB0116740
PW_C060658	HMDB0116724
PW_C004829	HMDB0008781
PW_C003869	HMDB0007818
PW_C005787	HMDB0009739
PW_C061350	HMDB0112908
PW_C059864	HMDB0113726
PW_C060659	HMDB0114629
PW_C004830	HMDB0008782
PW_C003870	HMDB0007819
PW_C005788	HMDB0009740
PW_C061351	HMDB0112909
PW_C059865	HMDB0113727
PW_C060660	HMDB0114630
PW_C004831	HMDB0008783
PW_C003871	HMDB0007820
PW_C005793	HMDB0009745
PW_C061352	HMDB0112910
PW_C059866	HMDB0113728
PW_C060661	HMDB0114631
PW_C004836	HMDB0008788
PW_C003872	HMDB0007821
PW_C005794	HMDB0009746
PW_C061353	HMDB0112911
PW_C059867	HMDB0113729
PW_C060662	HMDB0114632
PW_C004837	HMDB0008789
PW_C003873	HMDB0007822
PW_C005795	HMDB0009747
PW_C061354	HMDB0112912
PW_C059868	HMDB0113730
PW_C060663	HMDB0114633
PW_C003874	HMDB0007823
PW_C005796	HMDB0009748
PW_C061355	HMDB0112913
PW_C059869	HMDB0113731
PW_C060664	HMDB0114634
PW_C004839	HMDB0008791
PW_C003875	HMDB0007824
PW_C005797	HMDB0009749
PW_C061356	HMDB0112914
PW_C059870	HMDB0113732
PW_C060665	HMDB0114635
PW_C004840	HMDB0008792
PW_C003876	HMDB0007825
PW_C005798	HMDB0009750
PW_C061357	HMDB0112915
PW_C059871	HMDB0113733
PW_C060666	HMDB0114636
PW_C004841	HMDB0008793
PW_C003877	HMDB0007826
PW_C005799	HMDB0009751
PW_C061358	HMDB0112916
PW_C059872	HMDB0113734
PW_C060667	HMDB0114637
PW_C004842	HMDB0008794
PW_C003878	HMDB0007827
PW_C005800	HMDB0009752
PW_C061359	HMDB0112917
PW_C059873	HMDB0113735
PW_C060668	HMDB0114638
PW_C004843	HMDB0008795
PW_C003879	HMDB0007828
PW_C005801	HMDB0009753
PW_C061360	HMDB0112918
PW_C059874	HMDB0113736
PW_C060669	HMDB0114639
PW_C004844	HMDB0008796
PW_C003880	HMDB0007829
PW_C005802	HMDB0009754
PW_C061361	HMDB0112919
PW_C059875	HMDB0113737
PW_C060670	HMDB0114640
PW_C004845	HMDB0008797
PW_C003881	HMDB0007830
PW_C005803	HMDB0009755
PW_C061362	HMDB0112920
PW_C059876	HMDB0113738
PW_C060671	HMDB0114641
PW_C004846	HMDB0008798
PW_C003882	HMDB0007831
PW_C005804	HMDB0009756
PW_C061363	HMDB0116793
PW_C059877	HMDB0113739
PW_C060672	HMDB0114642
PW_C004847	HMDB0008799
PW_C003883	HMDB0007832
PW_C005805	HMDB0009757
PW_C061364	HMDB0112921
PW_C059878	HMDB0113740
PW_C060673	HMDB0114643
PW_C004848	HMDB0008800
PW_C003884	HMDB0007833
PW_C005806	HMDB0009758
PW_C061365	HMDB0112922
PW_C059879	HMDB0113741
PW_C060674	HMDB0114644
PW_C004849	HMDB0008801
PW_C003885	HMDB0007834
PW_C005807	HMDB0009759
PW_C061366	HMDB0112923
PW_C059880	HMDB0113742
PW_C060675	HMDB0114645
PW_C004850	HMDB0008802
PW_C003886	HMDB0007835
PW_C005808	HMDB0009760
PW_C061367	HMDB0112924
PW_C059881	HMDB0113743
PW_C060676	HMDB0114646
PW_C004851	HMDB0008803
PW_C003887	HMDB0007836
PW_C005809	HMDB0009761
PW_C061368	HMDB0112925
PW_C059882	HMDB0113744
PW_C060677	HMDB0114647
PW_C004852	HMDB0008804
PW_C003888	HMDB0007837
PW_C005810	HMDB0009762
PW_C061369	HMDB0112926
PW_C059883	HMDB0113745
PW_C060678	HMDB0114648
PW_C004853	HMDB0008805
PW_C003889	HMDB0007838
PW_C005811	HMDB0009763
PW_C061370	HMDB0116794
PW_C059884	HMDB0113746
PW_C060679	HMDB0114649
PW_C004854	HMDB0008806
PW_C003890	HMDB0007839
PW_C005812	HMDB0009764
PW_C061371	HMDB0112927
PW_C059885	HMDB0113747
PW_C060680	HMDB0114650
PW_C004855	HMDB0008807
PW_C003891	HMDB0007840
PW_C005813	HMDB0009765
PW_C061372	HMDB0112928
PW_C059886	HMDB0113748
PW_C060681	HMDB0114651
PW_C004856	HMDB0008808
PW_C003892	HMDB0007841
PW_C005814	HMDB0009766
PW_C061373	HMDB0112929
PW_C059887	HMDB0113749
PW_C060682	HMDB0114652
PW_C004857	HMDB0008809
PW_C003893	HMDB0007842
PW_C005815	HMDB0009767
PW_C061374	HMDB0112930
PW_C059888	HMDB0113750
PW_C060683	HMDB0114653
PW_C004858	HMDB0008810
PW_C003894	HMDB0007843
PW_C005816	HMDB0009768
PW_C061375	HMDB0112931
PW_C059889	HMDB0113751
PW_C060684	HMDB0114654
PW_C004859	HMDB0008811
PW_C003895	HMDB0007844
PW_C005817	HMDB0009769
PW_C061376	HMDB0116795
PW_C059890	HMDB0113752
PW_C060685	HMDB0114655
PW_C004860	HMDB0008812
PW_C003896	HMDB0007845
PW_C005818	HMDB0009770
PW_C061377	HMDB0112932
PW_C059891	HMDB0113753
PW_C060686	HMDB0114656
PW_C004861	HMDB0008813
PW_C003897	HMDB0007846
PW_C005819	HMDB0009771
PW_C061378	HMDB0116796
PW_C059892	HMDB0116741
PW_C060687	HMDB0114657
PW_C004862	HMDB0008814
PW_C003898	HMDB0007847
PW_C005820	HMDB0009772
PW_C061379	HMDB0112933
PW_C059893	HMDB0113754
PW_C060688	HMDB0114658
PW_C004863	HMDB0008815
PW_C003899	HMDB0007848
PW_C005821	HMDB0009773
PW_C061380	HMDB0112934
PW_C059894	HMDB0113755
PW_C060689	HMDB0114659
PW_C004864	HMDB0008816
PW_C004173	HMDB0008125
PW_C060826	HMDB0112424
PW_C005128	HMDB0009080
PW_C003290	HMDB0007239
PW_C055362	
PW_C055512	
PW_C043337	
PW_C000424	HMDB0000548
PW_C002418	HMDB0005357
PW_C002419	HMDB0005358
PW_C002798	HMDB0006532
PW_C002420	HMDB0005359
PW_C001020	HMDB0001322
PW_C002421	HMDB0005360
PW_C059093	HMDB0062214
PW_C002422	HMDB0005361
PW_C000839	HMDB0001064
PW_C002423	HMDB0005362
PW_C002424	HMDB0005363
PW_C055641	
PW_C002425	HMDB0005365
PW_C002426	HMDB0005366
PW_C002427	HMDB0005367
PW_C002428	HMDB0005368
PW_C002429	HMDB0005369
PW_C002430	HMDB0005370
PW_C062256	HMDB0114839
PW_C002431	HMDB0005371
PW_C002432	HMDB0005372
PW_C002433	HMDB0005373
PW_C055586	
PW_C002434	HMDB0005374
PW_C002435	HMDB0005375
PW_C002436	HMDB0005376
PW_C002437	HMDB0005377
PW_C002438	HMDB0005378
PW_C002439	HMDB0005379
PW_C002440	HMDB0005380
PW_C003909	HMDB0007859
PW_C002441	HMDB0005381
PW_C002442	HMDB0005382
PW_C002443	HMDB0005383
PW_C002444	HMDB0005384
PW_C002445	HMDB0005385
PW_C055662	
PW_C002446	HMDB0005386
PW_C002447	HMDB0005387
PW_C003910	HMDB0007860
PW_C002448	HMDB0005388
PW_C002449	HMDB0005389
PW_C002450	HMDB0005390
PW_C002451	HMDB0005391
PW_C062258	HMDB0114841
PW_C002452	HMDB0005392
PW_C003905	HMDB0007854
PW_C042945	
PW_C002453	HMDB0005393
PW_C002454	HMDB0005394
PW_C002455	HMDB0005395
PW_C002456	HMDB0005396
PW_C002457	HMDB0005397
PW_C002458	HMDB0005398
PW_C062299	HMDB0114881
PW_C002459	HMDB0005399
PW_C002460	HMDB0005400
PW_C002461	HMDB0005401
PW_C055650	
PW_C002462	HMDB0005402
PW_C002463	HMDB0005403
PW_C002464	HMDB0005404
PW_C002465	HMDB0005405
PW_C002466	HMDB0005406
PW_C062300	HMDB0114882
PW_C002467	HMDB0005407
PW_C002468	HMDB0005408
PW_C003911	HMDB0007861
PW_C002469	HMDB0005409
PW_C002470	HMDB0005410
PW_C002471	HMDB0005411
PW_C002472	HMDB0005412
PW_C062302	HMDB0114884
PW_C002473	HMDB0005413
PW_C042964	
PW_C062493	HMDB0115075
PW_C002474	HMDB0005414
PW_C002475	HMDB0005415
PW_C002476	HMDB0005416
PW_C062494	HMDB0115076
PW_C002477	HMDB0005418
PW_C002478	HMDB0005419
PW_C062496	HMDB0115078
PW_C002479	HMDB0005420
PW_C042972	
PW_C055625	
PW_C002480	HMDB0005421
PW_C002481	HMDB0005422
PW_C002482	HMDB0005423
PW_C002483	HMDB0005424
PW_C002484	HMDB0005425
PW_C002485	HMDB0005426
PW_C055663	
PW_C002486	HMDB0005427
PW_C002487	HMDB0005428
PW_C002488	HMDB0005429
PW_C055580	
PW_C002489	HMDB0005430
PW_C002490	HMDB0005431
PW_C002491	HMDB0005432
PW_C002492	HMDB0005433
PW_C002493	HMDB0005434
PW_C002494	HMDB0005435
PW_C002495	HMDB0005436
PW_C055612	
PW_C002496	HMDB0005437
PW_C002497	HMDB0005438
PW_C002498	HMDB0005439
PW_C002499	HMDB0005440
PW_C002500	HMDB0005441
PW_C055647	
PW_C002501	HMDB0005442
PW_C002502	HMDB0005443
PW_C062274	HMDB0114856
PW_C002503	HMDB0005444
PW_C002504	HMDB0005445
PW_C002505	HMDB0005446
PW_C002506	HMDB0005447
PW_C062279	HMDB0114861
PW_C002507	HMDB0005448
PW_C003906	HMDB0007855
PW_C062349	HMDB0114931
PW_C002508	HMDB0005449
PW_C002509	HMDB0005450
PW_C002510	HMDB0005451
PW_C003915	HMDB0007865
PW_C002511	HMDB0005452
PW_C002512	HMDB0005453
PW_C002513	HMDB0005454
PW_C002514	HMDB0005455
PW_C002515	HMDB0005456
PW_C062350	HMDB0114932
PW_C002516	HMDB0005457
PW_C002517	HMDB0005458
PW_C062345	HMDB0114927
PW_C002518	HMDB0005459
PW_C002519	HMDB0005460
PW_C002520	HMDB0005461
PW_C002521	HMDB0005462
PW_C062352	HMDB0114934
PW_C002522	HMDB0005463
PW_C055368	
PW_C062523	HMDB0115104
PW_C002523	HMDB0005464
PW_C002524	HMDB0005465
PW_C062525	HMDB0115106
PW_C002525	HMDB0005466
PW_C003907	HMDB0007856
PW_C062376	HMDB0114958
PW_C002526	HMDB0005467
PW_C002527	HMDB0005468
PW_C002528	HMDB0005469
PW_C062377	HMDB0114959
PW_C002529	HMDB0005470
PW_C002530	HMDB0005471
PW_C062372	HMDB0114954
PW_C002531	HMDB0005472
PW_C002532	HMDB0005473
PW_C002533	HMDB0005474
PW_C002534	HMDB0005475
PW_C062379	HMDB0114961
PW_C002535	HMDB0005476
PW_C042961	
PW_C062579	HMDB0115159
PW_C002536	HMDB0005478
PW_C062250	HMDB0114833
PW_C006420	HMDB0010411
PW_C006421	HMDB0010412
PW_C006422	HMDB0010413
PW_C006423	HMDB0010414
PW_C006424	HMDB0010415
PW_C002789	HMDB0006521
PW_C006425	HMDB0010416
PW_C002708	HMDB0006290
PW_C006426	HMDB0010417
PW_C041149	HMDB0062235
PW_C006427	HMDB0010418
PW_C062270	HMDB0114852
PW_C006428	HMDB0010419
PW_C006429	HMDB0010420
PW_C006430	HMDB0010421
PW_C006431	HMDB0010422
PW_C062273	HMDB0114855
PW_C006432	HMDB0010423
PW_C006433	HMDB0010424
PW_C006434	HMDB0010425
PW_C062291	HMDB0114873
PW_C006435	HMDB0010426
PW_C006436	HMDB0010427
PW_C006437	HMDB0010428
PW_C006438	HMDB0010429
PW_C006439	HMDB0010430
PW_C062294	HMDB0114876
PW_C006440	HMDB0010431
PW_C006441	HMDB0010432
PW_C006442	HMDB0010433
PW_C055372	
PW_C062314	HMDB0114896
PW_C006443	HMDB0010434
PW_C006444	HMDB0010435
PW_C006445	HMDB0010436
PW_C062317	HMDB0114899
PW_C006446	HMDB0010437
PW_C006447	HMDB0010438
PW_C006448	HMDB0010439
PW_C006449	HMDB0010440
PW_C006450	HMDB0010441
PW_C062318	HMDB0114900
PW_C006451	HMDB0010442
PW_C006452	HMDB0010443
PW_C006453	HMDB0010444
PW_C062319	HMDB0114901
PW_C006454	HMDB0010445
PW_C006455	HMDB0010446
PW_C006456	HMDB0010447
PW_C062339	HMDB0114921
PW_C006457	HMDB0010448
PW_C006458	HMDB0010449
PW_C006459	HMDB0010450
PW_C062342	HMDB0114924
PW_C006460	HMDB0010451
PW_C062922	HMDB0062215
PW_C006461	HMDB0010452
PW_C062919	HMDB0060311
PW_C006462	HMDB0010453
PW_C002694	HMDB0006267
PW_C006463	HMDB0010454
PW_C006464	HMDB0010455
PW_C062344	HMDB0114926
PW_C006465	HMDB0010456
PW_C003914	HMDB0007864
PW_C006466	HMDB0010457
PW_C006467	HMDB0010458
PW_C002737	HMDB0006368
PW_C006468	HMDB0010459
PW_C006469	HMDB0010460
PW_C006470	HMDB0010461
PW_C062923	HMDB0062237
PW_C006471	HMDB0010462
PW_C002011	HMDB0003947
PW_C006472	HMDB0010463
PW_C006473	HMDB0010464
PW_C006474	HMDB0010465
PW_C062926	HMDB0062217
PW_C006475	HMDB0010466
PW_C062927	HMDB0060203
PW_C006476	HMDB0010467
PW_C006477	HMDB0010468
PW_C062367	HMDB0114949
PW_C006478	HMDB0010469
PW_C062364	HMDB0114946
PW_C006479	HMDB0010470
PW_C006480	HMDB0010471
PW_C006481	HMDB0010472
PW_C006482	HMDB0010473
PW_C006483	HMDB0010474
PW_C006484	HMDB0010475
PW_C006485	HMDB0010476
PW_C062369	HMDB0114951
PW_C006486	HMDB0010477
PW_C006487	HMDB0010478
PW_C062370	HMDB0114952
PW_C006488	HMDB0010479
PW_C006489	HMDB0010480
PW_C062371	HMDB0114953
PW_C006490	HMDB0010481
PW_C006491	HMDB0010482
PW_C006492	HMDB0010483
PW_C006493	HMDB0010484
PW_C006494	HMDB0010485
PW_C006495	HMDB0010486
PW_C006496	HMDB0010487
PW_C006497	HMDB0010488
PW_C006498	HMDB0010489
PW_C006499	HMDB0010490
PW_C006500	HMDB0010491
PW_C006501	HMDB0010492
PW_C006502	HMDB0010493
PW_C006503	HMDB0010494
PW_C006504	HMDB0010495
PW_C006505	HMDB0010496
PW_C062933	HMDB0114744
PW_C062418	HMDB0115000
PW_C006506	HMDB0010497
PW_C006507	HMDB0010498
PW_C062421	HMDB0115003
PW_C006508	HMDB0010499
PW_C006509	HMDB0010500
PW_C062423	HMDB0115005
PW_C006510	HMDB0010501
PW_C062424	HMDB0115006
PW_C006511	HMDB0010502
PW_C062425	HMDB0115007
PW_C006512	HMDB0010503
PW_C006513	HMDB0010504
PW_C006514	HMDB0010505
PW_C006515	HMDB0010506
PW_C062426	HMDB0115008
PW_C006516	HMDB0010507
PW_C006517	HMDB0010508
PW_C006518	HMDB0010509
PW_C006519	HMDB0010510
PW_C062428	HMDB0115010
PW_C006520	HMDB0010511
PW_C006521	HMDB0010512
PW_C062433	HMDB0115015
PW_C006522	HMDB0010513
PW_C006523	HMDB0010514
PW_C006524	HMDB0010515
PW_C006525	HMDB0010516
PW_C062564	HMDB0115144
PW_C006526	HMDB0010517
PW_C006527	HMDB0010518
PW_C062567	HMDB0115147
PW_C006528	HMDB0010519
PW_C006529	HMDB0010520
PW_C062569	HMDB0115149
PW_C006530	HMDB0010521
PW_C062570	HMDB0115150
PW_C006531	HMDB0010522
PW_C062571	HMDB0115151
PW_C006532	HMDB0010523
PW_C006533	HMDB0010524
PW_C006534	HMDB0010525
PW_C006535	HMDB0010526
PW_C062572	HMDB0115152
PW_C006536	HMDB0010527
PW_C006537	HMDB0010528
PW_C006538	HMDB0010529
PW_C006539	HMDB0010530
PW_C006540	HMDB0010531
PW_C006541	HMDB0010532
PW_C062937	HMDB0114748
PW_C062625	HMDB0115204
PW_C006542	HMDB0010533
PW_C006543	HMDB0010534
PW_C006544	HMDB0010535
PW_C062626	HMDB0115205
PW_C006545	HMDB0010536
PW_C006546	HMDB0010537
PW_C006547	HMDB0010538
PW_C062628	HMDB0115207
PW_C006548	HMDB0010539
PW_C006549	HMDB0010540
PW_C006550	HMDB0010541
PW_C062943	HMDB0114754
PW_C062803	HMDB0115378
PW_C006551	HMDB0010542
PW_C006552	HMDB0010543
PW_C062807	HMDB0115382
PW_C006553	HMDB0010544
PW_C006554	HMDB0010545
PW_C062808	HMDB0115383
PW_C006555	HMDB0010546
PW_C006556	HMDB0010547
PW_C062810	HMDB0115385
PW_C006557	HMDB0010548
PW_C006558	HMDB0010549
PW_C062815	HMDB0115389
PW_C006559	HMDB0010550
PW_C006560	HMDB0010551
PW_C062817	HMDB0115391
PW_C006561	HMDB0010552
PW_C006562	HMDB0010553
PW_C062823	HMDB0115397
PW_C006563	HMDB0010554
PW_C062944	HMDB0114755
PW_C062831	HMDB0115405
PW_C006564	HMDB0010555
PW_C062832	HMDB0115406
PW_C006565	HMDB0010556
PW_C062835	HMDB0115409
PW_C006566	HMDB0010557
PW_C062837	HMDB0115411
PW_C006567	HMDB0010558
PW_C062842	HMDB0115416
PW_C006568	HMDB0010559
PW_C062844	HMDB0115418
PW_C006569	HMDB0010560
PW_C062850	HMDB0115424
PW_C006570	HMDB0010561
PW_C062851	HMDB0115425
PW_C006571	HMDB0010562
PW_C062929	HMDB0114740
PW_C062186	HMDB0114771
PW_C062137	HMDB0116368
PW_C006819	HMDB0011187
PW_C042968	
PW_C055517	
PW_C043357	
PW_C006820	HMDB0011188
PW_C062921	HMDB0062518
PW_C055364	
PW_C055638	
PW_C007277	HMDB0011700
PW_C007278	HMDB0011701
PW_C007279	HMDB0011702
PW_C062231	HMDB0114814
PW_C007280	HMDB0011703
PW_C007281	HMDB0011704
PW_C055604	
PW_C007282	HMDB0011705
PW_C007283	HMDB0011706
PW_C007284	HMDB0011707
PW_C007285	HMDB0011708
PW_C007286	HMDB0011709
PW_C062232	HMDB0114815
PW_C007287	HMDB0011710
PW_C007288	HMDB0011711
PW_C062236	HMDB0114819
PW_C062920	HMDB0112236
PW_C007289	HMDB0011712
PW_C055637	
PW_C007290	HMDB0011713
PW_C055363	
PW_C045270	
PW_C022775	HMDB0042061
PW_C022776	HMDB0042062
PW_C022777	HMDB0042063
PW_C022778	HMDB0042064
PW_C022779	HMDB0042065
PW_C008122	HMDB0012930
PW_C022780	HMDB0042066
PW_C022781	HMDB0042067
PW_C022782	HMDB0042068
PW_C022783	HMDB0042069
PW_C022784	HMDB0042070
PW_C022785	HMDB0042071
PW_C022786	HMDB0042072
PW_C022787	HMDB0042073
PW_C022788	HMDB0042074
PW_C062928	HMDB0062221
PW_C022789	HMDB0042075
PW_C022790	HMDB0042076
PW_C022791	HMDB0042077
PW_C022794	HMDB0042080
PW_C062947	HMDB0062220
PW_C022795	HMDB0042081
PW_C022796	HMDB0042082
PW_C002785	HMDB0006513
PW_C022797	HMDB0042083
PW_C022798	HMDB0042084
PW_C002788	HMDB0006519
PW_C022799	HMDB0042085
PW_C062924	HMDB0062247
PW_C022800	HMDB0042086
PW_C022801	HMDB0042087
PW_C022802	HMDB0042088
PW_C022803	HMDB0042089
PW_C055521	
PW_C022805	HMDB0042091
PW_C022806	HMDB0042092
PW_C022807	HMDB0042093
PW_C022808	HMDB0042094
PW_C022809	HMDB0042095
PW_C022810	HMDB0042096
PW_C022811	HMDB0042097
PW_C022812	HMDB0042098
PW_C022813	HMDB0042099
PW_C022814	HMDB0042100
PW_C022815	HMDB0042101
PW_C022816	HMDB0042102
PW_C022817	HMDB0042103
PW_C022818	HMDB0042104
PW_C022819	HMDB0042105
PW_C022820	HMDB0042106
PW_C022821	HMDB0042107
PW_C022824	HMDB0042110
PW_C022825	HMDB0042111
PW_C022826	HMDB0042112
PW_C022827	HMDB0042113
PW_C022828	HMDB0042114
PW_C022829	HMDB0042115
PW_C022830	HMDB0042116
PW_C022831	HMDB0042117
PW_C022832	HMDB0042118
PW_C022833	HMDB0042119
PW_C055571	
PW_C022835	HMDB0042121
PW_C022836	HMDB0042122
PW_C022837	HMDB0042123
PW_C022838	HMDB0042124
PW_C022839	HMDB0042125
PW_C022840	HMDB0042126
PW_C022841	HMDB0042127
PW_C022842	HMDB0042128
PW_C022843	HMDB0042129
PW_C022844	HMDB0042130
PW_C022845	HMDB0042131
PW_C022846	HMDB0042132
PW_C022847	HMDB0042133
PW_C022848	HMDB0042134
PW_C022849	HMDB0042135
PW_C022850	HMDB0042136
PW_C022851	HMDB0042137
PW_C022854	HMDB0042140
PW_C022855	HMDB0042141
PW_C022856	HMDB0042142
PW_C022857	HMDB0042143
PW_C022858	HMDB0042144
PW_C022859	HMDB0042145
PW_C022860	HMDB0042146
PW_C022861	HMDB0042147
PW_C022862	HMDB0042148
PW_C022863	HMDB0042149
PW_C055622	
PW_C022865	HMDB0042151
PW_C022866	HMDB0042152
PW_C022867	HMDB0042153
PW_C022868	HMDB0042154
PW_C022869	HMDB0042155
PW_C022870	HMDB0042156
PW_C022871	HMDB0042157
PW_C022872	HMDB0042158
PW_C022873	HMDB0042159
PW_C022874	HMDB0042160
PW_C022875	HMDB0042161
PW_C022876	HMDB0042162
PW_C022877	HMDB0042163
PW_C022878	HMDB0042164
PW_C022879	HMDB0042165
PW_C022880	HMDB0042166
PW_C022881	HMDB0042167
PW_C022884	HMDB0042170
PW_C022885	HMDB0042171
PW_C022886	HMDB0042172
PW_C022887	HMDB0042173
PW_C022888	HMDB0042174
PW_C022889	HMDB0042175
PW_C022890	HMDB0042176
PW_C022891	HMDB0042177
PW_C022892	HMDB0042178
PW_C022893	HMDB0042179
PW_C062198	HMDB0114783
PW_C022895	HMDB0042181
PW_C022896	HMDB0042182
PW_C022897	HMDB0042183
PW_C022898	HMDB0042184
PW_C022899	HMDB0042185
PW_C022900	HMDB0042186
PW_C022901	HMDB0042187
PW_C022902	HMDB0042188
PW_C022903	HMDB0042189
PW_C022904	HMDB0042190
PW_C022905	HMDB0042191
PW_C022906	HMDB0042192
PW_C022907	HMDB0042193
PW_C022908	HMDB0042194
PW_C022909	HMDB0042195
PW_C022910	HMDB0042196
PW_C022911	HMDB0042197
PW_C022914	HMDB0042200
PW_C022915	HMDB0042201
PW_C022916	HMDB0042202
PW_C022917	HMDB0042203
PW_C022918	HMDB0042204
PW_C022919	HMDB0042205
PW_C022920	HMDB0042206
PW_C022921	HMDB0042207
PW_C022922	HMDB0042208
PW_C022923	HMDB0042209
PW_C062203	HMDB0114788
PW_C022925	HMDB0042211
PW_C022926	HMDB0042212
PW_C022927	HMDB0042213
PW_C022928	HMDB0042214
PW_C022929	HMDB0042215
PW_C022930	HMDB0042216
PW_C022931	HMDB0042217
PW_C022932	HMDB0042218
PW_C022933	HMDB0042219
PW_C022934	HMDB0042220
PW_C022935	HMDB0042221
PW_C022936	HMDB0042222
PW_C022937	HMDB0042223
PW_C022938	HMDB0042224
PW_C022939	HMDB0042225
PW_C022940	HMDB0042226
PW_C022941	HMDB0042227
PW_C022944	HMDB0042230
PW_C022945	HMDB0042231
PW_C022946	HMDB0042232
PW_C022947	HMDB0042233
PW_C022948	HMDB0042234
PW_C022949	HMDB0042235
PW_C022950	HMDB0042236
PW_C022951	HMDB0042237
PW_C022952	HMDB0042238
PW_C022953	HMDB0042239
PW_C062210	HMDB0114793
PW_C022955	HMDB0042241
PW_C022956	HMDB0042242
PW_C022957	HMDB0042243
PW_C022958	HMDB0042244
