SMPDB_ID	HMDB_ID
PW_C075519	HMDB0070099
PW_C075520	HMDB0069665
PW_C075521	HMDB0069448
PW_C075522	HMDB0069440
PW_C075523	HMDB0071079
PW_C075524	HMDB0070047
PW_C075525	HMDB0069717
PW_C075526	HMDB0070913
PW_C075527	HMDB0069850
PW_C075528	HMDB0069621
PW_C075529	HMDB0070114
PW_C075530	HMDB0070556
PW_C075531	HMDB0070588
PW_C075532	HMDB0070118
PW_C075533	HMDB0070728
PW_C075534	HMDB0069786
PW_C075535	HMDB0069597
PW_C075536	HMDB0069434
PW_C075537	HMDB0070824
PW_C075538	HMDB0069383
PW_C075539	HMDB0070919
PW_C075540	HMDB0070102
PW_C075541	HMDB0070456
PW_C075542	HMDB0070668
PW_C075543	HMDB0070084
PW_C075544	HMDB0070093
PW_C064312	HMDB0115926
PW_C064595	HMDB0094550
PW_C075545	HMDB0070648
PW_C075546	HMDB0069752
PW_C075547	HMDB0070078
PW_C075548	HMDB0070294
PW_C075549	HMDB0069734
PW_C075550	HMDB0070853
PW_C075551	HMDB0070983
PW_C075552	HMDB0069620
PW_C075553	HMDB0070698
PW_C075554	HMDB0069762
PW_C075555	HMDB0070815
PW_C075556	HMDB0071059
PW_C075557	HMDB0070231
PW_C075558	HMDB0070206
PW_C075559	HMDB0071078
PW_C075560	HMDB0070502
PW_C075561	HMDB0070597
PW_C075562	HMDB0070925
PW_C075563	HMDB0069674
PW_C075564	HMDB0070341
PW_C075565	HMDB0069862
PW_C075566	HMDB0070209
PW_C075567	HMDB0069968
PW_C075568	HMDB0070905
PW_C075569	HMDB0070964
PW_C075570	HMDB0070529
PW_C075571	HMDB0070477
PW_C075572	HMDB0069622
PW_C075573	HMDB0070242
PW_C064313	HMDB0115927
PW_C064596	HMDB0094556
PW_C075574	HMDB0070007
PW_C075575	HMDB0069716
PW_C075576	HMDB0069860
PW_C075577	HMDB0070973
PW_C075578	HMDB0069500
PW_C075579	HMDB0070228
PW_C075580	HMDB0070674
PW_C075581	HMDB0071036
PW_C075582	HMDB0070523
PW_C075583	HMDB0070651
PW_C075584	HMDB0069449
PW_C075585	HMDB0071102
PW_C075586	HMDB0070751
PW_C075587	HMDB0070937
PW_C075588	HMDB0069468
PW_C075589	HMDB0069935
PW_C075590	HMDB0071017
PW_C075591	HMDB0069948
PW_C075592	HMDB0069929
PW_C075593	HMDB0069493
PW_C075594	HMDB0071009
PW_C075595	HMDB0070088
PW_C075596	HMDB0070972
PW_C075597	HMDB0070963
PW_C075598	HMDB0070213
PW_C075599	HMDB0070059
PW_C075600	HMDB0069810
PW_C075601	HMDB0070614
PW_C075602	HMDB0069663
PW_C064314	HMDB0115928
PW_C064597	HMDB0094560
PW_C075603	HMDB0069551
PW_C075604	HMDB0070035
PW_C075605	HMDB0069332
PW_C075606	HMDB0070247
PW_C075607	HMDB0069538
PW_C075608	HMDB0069539
PW_C075609	HMDB0070560
PW_C075610	HMDB0070478
PW_C075611	HMDB0069337
PW_C075612	HMDB0070011
PW_C075613	HMDB0070632
PW_C075614	HMDB0070704
PW_C075615	HMDB0069441
PW_C075616	HMDB0069309
PW_C075617	HMDB0069347
PW_C075618	HMDB0070142
PW_C075619	HMDB0069507
PW_C075620	HMDB0070850
PW_C075621	HMDB0069703
PW_C075622	HMDB0070075
PW_C075623	HMDB0069272
PW_C075624	HMDB0070662
PW_C075625	HMDB0071089
PW_C075626	HMDB0071010
PW_C075627	HMDB0070073
PW_C075628	HMDB0071063
PW_C075629	HMDB0069342
PW_C075630	HMDB0069908
PW_C075631	HMDB0069439
PW_C064315	HMDB0115929
PW_C064598	HMDB0094564
PW_C075632	HMDB0070839
PW_C075633	HMDB0070508
PW_C075634	HMDB0070821
PW_C075635	HMDB0070825
PW_C075636	HMDB0070817
PW_C075637	HMDB0069473
PW_C075638	HMDB0069350
PW_C075639	HMDB0070923
PW_C075640	HMDB0069961
PW_C075641	HMDB0069768
PW_C075642	HMDB0070976
PW_C075643	HMDB0070788
PW_C075644	HMDB0070364
PW_C075645	HMDB0070952
PW_C075646	HMDB0070654
PW_C075647	HMDB0070516
PW_C075648	HMDB0069644
PW_C075649	HMDB0070285
PW_C075650	HMDB0069763
PW_C075651	HMDB0070319
PW_C075652	HMDB0070372
PW_C075653	HMDB0070133
PW_C075654	HMDB0070404
PW_C075655	HMDB0069895
PW_C075656	HMDB0069712
PW_C075657	HMDB0070264
PW_C075658	HMDB0070740
PW_C075659	HMDB0069954
PW_C075660	HMDB0070886
PW_C064316	HMDB0115930
PW_C064599	HMDB0094568
PW_C075661	HMDB0069749
PW_C075662	HMDB0070308
PW_C075663	HMDB0070857
PW_C075664	HMDB0070053
PW_C075665	HMDB0069591
PW_C075666	HMDB0069646
PW_C075667	HMDB0070212
PW_C075668	HMDB0069627
PW_C075669	HMDB0069905
PW_C075670	HMDB0069867
PW_C075671	HMDB0069428
PW_C075672	HMDB0069945
PW_C075673	HMDB0069778
PW_C075674	HMDB0069532
PW_C075675	HMDB0070946
PW_C075676	HMDB0070249
PW_C075677	HMDB0070971
PW_C075678	HMDB0070144
PW_C075679	HMDB0069303
PW_C075680	HMDB0070802
PW_C075681	HMDB0070741
PW_C075682	HMDB0069672
PW_C075683	HMDB0070798
PW_C075684	HMDB0070609
PW_C075685	HMDB0069800
PW_C075686	HMDB0070019
PW_C075687	HMDB0070694
PW_C075688	HMDB0070297
PW_C075689	HMDB0071098
PW_C064317	HMDB0115931
PW_C064600	HMDB0094574
PW_C075690	HMDB0069455
PW_C075691	HMDB0070081
PW_C075692	HMDB0070762
PW_C075693	HMDB0069783
PW_C075694	HMDB0069618
PW_C075695	HMDB0070592
PW_C075696	HMDB0070143
PW_C075697	HMDB0069897
PW_C075698	HMDB0069854
PW_C075699	HMDB0069847
PW_C075700	HMDB0070715
PW_C075701	HMDB0069652
PW_C075702	HMDB0070800
PW_C075703	HMDB0069521
PW_C075704	HMDB0070164
PW_C075705	HMDB0070809
PW_C075706	HMDB0070810
PW_C075707	HMDB0070621
PW_C075708	HMDB0070607
PW_C075709	HMDB0071096
PW_C075710	HMDB0069660
PW_C075711	HMDB0070028
PW_C075712	HMDB0069820
PW_C075713	HMDB0069882
PW_C075714	HMDB0070918
PW_C075715	HMDB0070881
PW_C075716	HMDB0070677
PW_C075717	HMDB0070500
PW_C075718	HMDB0069442
PW_C064318	HMDB0115932
PW_C064601	HMDB0094522
PW_C075719	HMDB0069333
PW_C075720	HMDB0069580
PW_C075721	HMDB0070736
PW_C075722	HMDB0069751
PW_C075723	HMDB0069465
PW_C075724	HMDB0070586
PW_C075725	HMDB0070899
PW_C075726	HMDB0069464
PW_C075727	HMDB0069669
PW_C075728	HMDB0070761
PW_C075729	HMDB0070237
PW_C075730	HMDB0069803
PW_C075731	HMDB0069359
PW_C075732	HMDB0070329
PW_C075733	HMDB0070854
PW_C075734	HMDB0070994
PW_C075735	HMDB0070199
PW_C075736	HMDB0069548
PW_C075737	HMDB0070756
PW_C075738	HMDB0069838
PW_C075739	HMDB0070799
PW_C075740	HMDB0069471
PW_C075741	HMDB0069714
PW_C075742	HMDB0069301
PW_C075743	HMDB0070322
PW_C075744	HMDB0069369
PW_C075745	HMDB0070888
PW_C075746	HMDB0070271
PW_C075747	HMDB0070901
PW_C064319	HMDB0115933
PW_C064602	HMDB0094532
PW_C075748	HMDB0070559
PW_C075749	HMDB0069362
PW_C075750	HMDB0070371
PW_C075751	HMDB0069426
PW_C075752	HMDB0070835
PW_C075753	HMDB0070823
PW_C075754	HMDB0070002
PW_C075755	HMDB0070172
PW_C075756	HMDB0070746
PW_C075757	HMDB0069801
PW_C075758	HMDB0070273
PW_C075759	HMDB0070182
PW_C075760	HMDB0071085
PW_C075761	HMDB0070483
PW_C075762	HMDB0069923
PW_C075763	HMDB0070115
PW_C075764	HMDB0070782
PW_C075765	HMDB0069602
PW_C075766	HMDB0070681
PW_C075767	HMDB0071021
PW_C075768	HMDB0070270
PW_C075769	HMDB0071019
PW_C075770	HMDB0070355
PW_C075771	HMDB0070197
PW_C075772	HMDB0069522
PW_C075773	HMDB0069341
PW_C075774	HMDB0070745
PW_C075775	HMDB0070180
PW_C075776	HMDB0070357
PW_C064320	HMDB0115934
PW_C064603	HMDB0094542
PW_C075777	HMDB0070945
PW_C075778	HMDB0069928
PW_C075779	HMDB0070390
PW_C075780	HMDB0070679
PW_C075781	HMDB0069610
PW_C075782	HMDB0070018
PW_C075783	HMDB0070583
PW_C075784	HMDB0070688
PW_C075785	HMDB0070137
PW_C075786	HMDB0069963
PW_C075787	HMDB0069664
PW_C075788	HMDB0070442
PW_C075789	HMDB0070998
PW_C075790	HMDB0069585
PW_C075791	HMDB0070488
PW_C075792	HMDB0070585
PW_C075793	HMDB0070834
PW_C075794	HMDB0070136
PW_C075795	HMDB0070837
PW_C075796	HMDB0070382
PW_C075797	HMDB0071014
PW_C075798	HMDB0069702
PW_C075799	HMDB0069656
PW_C075800	HMDB0070225
PW_C075801	HMDB0070076
PW_C075802	HMDB0070406
PW_C075803	HMDB0069706
PW_C075804	HMDB0069884
PW_C075805	HMDB0070008
PW_C064321	HMDB0115935
PW_C064604	HMDB0094552
PW_C075806	HMDB0069422
PW_C075807	HMDB0069791
PW_C075808	HMDB0070437
PW_C075809	HMDB0069511
PW_C075810	HMDB0070281
PW_C075811	HMDB0070807
PW_C075812	HMDB0070975
PW_C075813	HMDB0069503
PW_C075814	HMDB0069808
PW_C075815	HMDB0070147
PW_C075816	HMDB0069336
PW_C075817	HMDB0069276
PW_C075818	HMDB0069400
PW_C075819	HMDB0070243
PW_C075820	HMDB0070045
PW_C075821	HMDB0069340
PW_C075822	HMDB0070496
PW_C075823	HMDB0069837
PW_C075824	HMDB0070056
PW_C075825	HMDB0069298
PW_C075826	HMDB0069890
PW_C075827	HMDB0069550
PW_C075828	HMDB0070986
PW_C075829	HMDB0070168
PW_C075830	HMDB0069772
PW_C075831	HMDB0070386
PW_C075832	HMDB0070546
PW_C075833	HMDB0070120
PW_C075834	HMDB0071052
PW_C064322	HMDB0115936
PW_C064605	HMDB0094570
PW_C075835	HMDB0069599
PW_C075836	HMDB0070360
PW_C075837	HMDB0070640
PW_C075838	HMDB0071081
PW_C075839	HMDB0070904
PW_C075840	HMDB0070462
PW_C075841	HMDB0069381
PW_C075842	HMDB0069825
PW_C075843	HMDB0069424
PW_C075844	HMDB0070131
PW_C075845	HMDB0070255
PW_C075846	HMDB0069498
PW_C075847	HMDB0070318
PW_C075848	HMDB0070181
PW_C075849	HMDB0069773
PW_C075850	HMDB0070870
PW_C075851	HMDB0069753
PW_C075852	HMDB0070153
PW_C075853	HMDB0069453
PW_C075854	HMDB0070519
PW_C075855	HMDB0070149
PW_C075856	HMDB0069269
PW_C075857	HMDB0070393
PW_C075858	HMDB0070711
PW_C075859	HMDB0070185
PW_C075860	HMDB0069344
PW_C075861	HMDB0070515
PW_C075862	HMDB0070367
PW_C075863	HMDB0070907
PW_C064323	HMDB0115937
PW_C064606	HMDB0094580
PW_C075864	HMDB0070820
PW_C075865	HMDB0069371
PW_C075866	HMDB0070987
PW_C075867	HMDB0069466
PW_C075868	HMDB0070183
PW_C075869	HMDB0069979
PW_C075870	HMDB0069403
PW_C075871	HMDB0069941
PW_C075872	HMDB0071065
PW_C075873	HMDB0069977
PW_C075874	HMDB0070192
PW_C075875	HMDB0070277
PW_C075876	HMDB0070092
PW_C075877	HMDB0069920
PW_C075878	HMDB0069608
PW_C075879	HMDB0070140
PW_C075880	HMDB0070238
PW_C075881	HMDB0070958
PW_C075882	HMDB0069632
PW_C075883	HMDB0070524
PW_C075884	HMDB0071082
PW_C075885	HMDB0070628
PW_C075886	HMDB0070701
PW_C075887	HMDB0070217
PW_C075888	HMDB0069354
PW_C075889	HMDB0069380
PW_C075890	HMDB0069700
PW_C075891	HMDB0070631
PW_C075892	HMDB0069738
PW_C064324	HMDB0115938
PW_C064607	HMDB0094528
PW_C075893	HMDB0070132
PW_C075894	HMDB0071047
PW_C075895	HMDB0069851
PW_C075896	HMDB0069673
PW_C075897	HMDB0069711
PW_C075898	HMDB0070470
PW_C075899	HMDB0069490
PW_C075900	HMDB0069755
PW_C075901	HMDB0069922
PW_C075902	HMDB0070419
PW_C075903	HMDB0069560
PW_C075904	HMDB0069681
PW_C075905	HMDB0070804
PW_C075906	HMDB0069399
PW_C075907	HMDB0070558
PW_C075908	HMDB0069959
PW_C075909	HMDB0070340
PW_C075910	HMDB0070161
PW_C075911	HMDB0070948
PW_C075912	HMDB0070022
PW_C075913	HMDB0070041
PW_C075914	HMDB0070577
PW_C075915	HMDB0070705
PW_C075916	HMDB0070897
PW_C075917	HMDB0070292
PW_C075918	HMDB0070469
PW_C075919	HMDB0070819
PW_C075920	HMDB0069651
PW_C075921	HMDB0069826
PW_C064325	HMDB0115939
PW_C064608	HMDB0094534
PW_C075922	HMDB0069520
PW_C075923	HMDB0070306
PW_C075924	HMDB0070868
PW_C075925	HMDB0070903
PW_C075926	HMDB0070981
PW_C075927	HMDB0070082
PW_C075928	HMDB0070421
PW_C075929	HMDB0069278
PW_C075930	HMDB0069499
PW_C075931	HMDB0069740
PW_C075932	HMDB0069812
PW_C075933	HMDB0069355
PW_C075934	HMDB0069553
PW_C075935	HMDB0069559
PW_C075936	HMDB0069827
PW_C075937	HMDB0071046
PW_C075938	HMDB0070330
PW_C075939	HMDB0069517
PW_C075940	HMDB0069779
PW_C075941	HMDB0069581
PW_C075942	HMDB0070867
PW_C075943	HMDB0069609
PW_C075944	HMDB0070416
PW_C075945	HMDB0069893
PW_C075946	HMDB0070921
PW_C075947	HMDB0069708
PW_C075948	HMDB0069569
PW_C075949	HMDB0069530
PW_C075950	HMDB0071039
PW_C064326	HMDB0115940
PW_C064609	HMDB0094538
PW_C075951	HMDB0070414
PW_C075952	HMDB0069338
PW_C075953	HMDB0069612
PW_C075954	HMDB0070031
PW_C075955	HMDB0070224
PW_C075956	HMDB0069486
PW_C075957	HMDB0070517
PW_C075958	HMDB0069981
PW_C075959	HMDB0071004
PW_C075960	HMDB0069797
PW_C075961	HMDB0069758
PW_C075962	HMDB0070200
PW_C075963	HMDB0070215
PW_C075964	HMDB0070767
PW_C075965	HMDB0069880
PW_C075966	HMDB0070956
PW_C075967	HMDB0070911
PW_C075968	HMDB0070900
PW_C075969	HMDB0070450
PW_C075970	HMDB0070344
PW_C075971	HMDB0070671
PW_C075972	HMDB0069811
PW_C075973	HMDB0069829
PW_C075974	HMDB0070244
PW_C075975	HMDB0069397
PW_C075976	HMDB0071086
PW_C075977	HMDB0070503
PW_C075978	HMDB0071054
PW_C075979	HMDB0069915
PW_C064327	HMDB0115941
PW_C064610	HMDB0094544
PW_C075980	HMDB0069822
PW_C075981	HMDB0069643
PW_C075982	HMDB0069445
PW_C075983	HMDB0070369
PW_C075984	HMDB0071020
PW_C075985	HMDB0069346
PW_C075986	HMDB0070695
PW_C075987	HMDB0070569
PW_C075988	HMDB0069306
PW_C075989	HMDB0070438
PW_C075990	HMDB0070487
PW_C075991	HMDB0069771
PW_C075992	HMDB0070504
PW_C075993	HMDB0071026
PW_C075994	HMDB0069918
PW_C075995	HMDB0070724
PW_C075996	HMDB0070617
PW_C075997	HMDB0071061
PW_C075998	HMDB0069969
PW_C075999	HMDB0069944
PW_C076000	HMDB0069277
PW_C076001	HMDB0071077
PW_C076002	HMDB0071097
PW_C076003	HMDB0069412
PW_C076004	HMDB0070795
PW_C076005	HMDB0069561
PW_C076006	HMDB0069540
PW_C076007	HMDB0070326
PW_C076008	HMDB0069273
PW_C064328	HMDB0115942
PW_C064611	HMDB0094548
PW_C076009	HMDB0070376
PW_C076010	HMDB0070305
PW_C076011	HMDB0070622
PW_C076012	HMDB0070642
PW_C076013	HMDB0070978
PW_C076014	HMDB0070467
PW_C076015	HMDB0070999
PW_C076016	HMDB0070226
PW_C076017	HMDB0070162
PW_C076018	HMDB0070582
PW_C076019	HMDB0070288
PW_C076020	HMDB0070943
PW_C076021	HMDB0069361
PW_C076022	HMDB0071068
PW_C076023	HMDB0070884
PW_C076024	HMDB0069274
PW_C076025	HMDB0069402
PW_C076026	HMDB0069587
PW_C076027	HMDB0071091
PW_C076028	HMDB0070388
PW_C076029	HMDB0071041
PW_C076030	HMDB0070735
PW_C076031	HMDB0071074
PW_C076032	HMDB0070507
PW_C076033	HMDB0069571
PW_C076034	HMDB0070571
PW_C076035	HMDB0071012
PW_C076036	HMDB0070121
PW_C076037	HMDB0069639
PW_C064329	HMDB0115943
PW_C064612	HMDB0094554
PW_C076038	HMDB0070536
PW_C076039	HMDB0069875
PW_C076040	HMDB0069661
PW_C076041	HMDB0069417
PW_C076042	HMDB0069780
PW_C076043	HMDB0070432
PW_C076044	HMDB0071058
PW_C076045	HMDB0070915
PW_C076046	HMDB0070518
PW_C076047	HMDB0069570
PW_C076048	HMDB0070124
PW_C076049	HMDB0070158
PW_C076050	HMDB0071032
PW_C076051	HMDB0070034
PW_C076052	HMDB0070116
PW_C076053	HMDB0069671
PW_C076054	HMDB0069345
PW_C076055	HMDB0069691
PW_C076056	HMDB0071084
PW_C076057	HMDB0070599
PW_C076058	HMDB0070459
PW_C076059	HMDB0070830
PW_C076060	HMDB0070321
PW_C076061	HMDB0069518
PW_C076062	HMDB0070141
PW_C076063	HMDB0069489
PW_C076064	HMDB0069404
PW_C076065	HMDB0069437
PW_C076066	HMDB0071048
PW_C064330	HMDB0115944
PW_C064613	HMDB0094558
PW_C076067	HMDB0070509
PW_C076068	HMDB0069868
PW_C076069	HMDB0069844
PW_C076070	HMDB0071024
PW_C076071	HMDB0070618
PW_C076072	HMDB0069917
PW_C076073	HMDB0069781
PW_C076074	HMDB0069479
PW_C076075	HMDB0069728
PW_C076076	HMDB0070402
PW_C076077	HMDB0070380
PW_C076078	HMDB0069305
PW_C076079	HMDB0070159
PW_C076080	HMDB0069760
PW_C076081	HMDB0071062
PW_C076082	HMDB0069888
PW_C076083	HMDB0069389
PW_C076084	HMDB0070916
PW_C076085	HMDB0070680
PW_C076086	HMDB0069683
PW_C076087	HMDB0069678
PW_C076088	HMDB0070464
PW_C076089	HMDB0070000
PW_C076090	HMDB0069443
PW_C076091	HMDB0070783
PW_C076092	HMDB0069911
PW_C076093	HMDB0070801
PW_C076094	HMDB0069432
PW_C076095	HMDB0070222
PW_C064331	HMDB0115945
PW_C064614	HMDB0094562
PW_C076096	HMDB0069596
PW_C076097	HMDB0070764
PW_C076098	HMDB0069818
PW_C076099	HMDB0070048
PW_C076100	HMDB0070620
PW_C076101	HMDB0071051
PW_C076102	HMDB0070349
PW_C076103	HMDB0071006
PW_C076104	HMDB0070876
PW_C076105	HMDB0071095
PW_C076106	HMDB0071092
PW_C076107	HMDB0069816
PW_C076108	HMDB0070512
PW_C076109	HMDB0069364
PW_C076110	HMDB0069576
PW_C076111	HMDB0070188
PW_C076112	HMDB0070871
PW_C076113	HMDB0069676
PW_C076114	HMDB0069931
PW_C076115	HMDB0070426
PW_C076116	HMDB0070808
PW_C076117	HMDB0070331
PW_C076118	HMDB0070797
PW_C076119	HMDB0069590
PW_C076120	HMDB0070444
PW_C076121	HMDB0069317
PW_C076122	HMDB0069460
PW_C076123	HMDB0070587
PW_C076124	HMDB0069742
PW_C064332	HMDB0115946
PW_C064615	HMDB0094566
PW_C076125	HMDB0069526
PW_C076126	HMDB0069799
PW_C076127	HMDB0069638
PW_C076128	HMDB0070938
PW_C076129	HMDB0070491
PW_C076130	HMDB0069318
PW_C076131	HMDB0070363
PW_C076132	HMDB0069313
PW_C076133	HMDB0070117
PW_C076134	HMDB0070872
PW_C076135	HMDB0069859
PW_C076136	HMDB0070924
PW_C076137	HMDB0069505
PW_C076138	HMDB0069684
PW_C076139	HMDB0069821
PW_C076140	HMDB0070584
PW_C076141	HMDB0070939
PW_C076142	HMDB0070530
PW_C076143	HMDB0069373
PW_C076144	HMDB0070842
PW_C076145	HMDB0070236
PW_C076146	HMDB0070544
PW_C076147	HMDB0069284
PW_C076148	HMDB0069452
PW_C076149	HMDB0069726
PW_C076150	HMDB0069659
PW_C076151	HMDB0069806
PW_C076152	HMDB0069705
PW_C076153	HMDB0070706
PW_C064333	HMDB0115947
PW_C064616	HMDB0094572
PW_C076154	HMDB0069901
PW_C076155	HMDB0070917
PW_C076156	HMDB0069401
PW_C076157	HMDB0070581
PW_C076158	HMDB0070246
PW_C076159	HMDB0069881
PW_C076160	HMDB0069429
PW_C076161	HMDB0070384
PW_C076162	HMDB0069817
PW_C076163	HMDB0070397
PW_C076164	HMDB0070572
PW_C076165	HMDB0069667
PW_C076166	HMDB0069689
PW_C076167	HMDB0070381
PW_C076168	HMDB0069748
PW_C076169	HMDB0069392
PW_C076170	HMDB0070024
PW_C076171	HMDB0070988
PW_C076172	HMDB0070267
PW_C076173	HMDB0070505
PW_C076174	HMDB0070541
PW_C076175	HMDB0069462
PW_C076176	HMDB0070702
PW_C076177	HMDB0070286
PW_C076178	HMDB0070198
PW_C076179	HMDB0069459
PW_C076180	HMDB0070263
PW_C076181	HMDB0069764
PW_C076182	HMDB0069378
PW_C064334	HMDB0115948
PW_C064617	HMDB0094576
PW_C076183	HMDB0070733
PW_C076184	HMDB0069991
PW_C076185	HMDB0069869
PW_C076186	HMDB0070325
PW_C076187	HMDB0069469
PW_C076188	HMDB0069300
PW_C076189	HMDB0070223
PW_C076190	HMDB0069295
PW_C076191	HMDB0069640
PW_C076192	HMDB0069292
PW_C076193	HMDB0070278
PW_C076194	HMDB0071060
PW_C076195	HMDB0070291
PW_C076196	HMDB0069312
PW_C076197	HMDB0069435
PW_C076198	HMDB0070154
PW_C076199	HMDB0070675
PW_C076200	HMDB0069567
PW_C076201	HMDB0070174
PW_C076202	HMDB0070108
PW_C076203	HMDB0069328
PW_C076204	HMDB0069502
PW_C076205	HMDB0069512
PW_C076206	HMDB0069450
PW_C076207	HMDB0070239
PW_C076208	HMDB0070849
PW_C076209	HMDB0070289
PW_C076210	HMDB0070653
PW_C076211	HMDB0070328
PW_C064335	HMDB0115949
PW_C064618	HMDB0094578
PW_C076212	HMDB0071075
PW_C076213	HMDB0070604
PW_C076214	HMDB0069896
PW_C076215	HMDB0069770
PW_C076216	HMDB0069578
PW_C076217	HMDB0069519
PW_C076218	HMDB0069492
PW_C076219	HMDB0070165
PW_C076220	HMDB0070184
PW_C076221	HMDB0070539
PW_C076222	HMDB0069834
PW_C076223	HMDB0070758
PW_C076224	HMDB0070252
PW_C076225	HMDB0070961
PW_C076226	HMDB0070623
PW_C076227	HMDB0069365
PW_C076228	HMDB0069907
PW_C076229	HMDB0069509
PW_C076230	HMDB0071022
PW_C076231	HMDB0069970
PW_C076232	HMDB0069832
PW_C076233	HMDB0070043
PW_C076234	HMDB0069322
PW_C076235	HMDB0069282
PW_C076236	HMDB0070366
PW_C076237	HMDB0069642
PW_C076238	HMDB0069641
PW_C076239	HMDB0069657
PW_C076240	HMDB0069805
PW_C076241	HMDB0069555
PW_C063878	HMDB0114760
PW_C064083	HMDB0115697
PW_C064082	HMDB0112238
PW_C076381	HMDB0116045
PW_C076318	HMDB0116513
PW_C076255	HMDB0116637
PW_C076704	HMDB0083465
PW_C076382	HMDB0116046
PW_C076705	HMDB0083400
PW_C076383	HMDB0116047
PW_C076706	HMDB0083424
PW_C076384	HMDB0116048
PW_C076707	HMDB0083448
PW_C076385	HMDB0116049
PW_C076708	HMDB0083495
PW_C076386	HMDB0116050
PW_C076709	HMDB0083520
PW_C076387	HMDB0116051
PW_C076710	HMDB0083388
PW_C076388	HMDB0116052
PW_C076711	HMDB0083401
PW_C076389	HMDB0116053
PW_C076712	HMDB0083412
PW_C076390	HMDB0116054
PW_C076713	HMDB0083425
PW_C076391	HMDB0116055
PW_C076714	HMDB0083436
PW_C076392	HMDB0116056
PW_C076715	HMDB0083449
PW_C076393	HMDB0116057
PW_C076716	HMDB0083467
PW_C076394	HMDB0116058
PW_C076717	HMDB0083475
PW_C076395	HMDB0116059
PW_C076718	HMDB0083483
PW_C076396	HMDB0116060
PW_C076719	HMDB0083496
PW_C076397	HMDB0116061
PW_C076720	HMDB0083507
PW_C076398	HMDB0116062
PW_C076721	HMDB0083515
PW_C076399	HMDB0116063
PW_C076722	HMDB0082885
PW_C076723	HMDB0082818
PW_C076380	HMDB0116044
PW_C076724	HMDB0082842
PW_C076400	HMDB0116064
PW_C076725	HMDB0082866
PW_C076401	HMDB0116065
PW_C076726	HMDB0082913
PW_C076402	HMDB0116066
PW_C076727	HMDB0082942
PW_C076403	HMDB0116067
PW_C076728	HMDB0082808
PW_C076404	HMDB0116068
PW_C076729	HMDB0082816
PW_C076405	HMDB0116069
PW_C076730	HMDB0082832
PW_C076406	HMDB0116070
PW_C076731	HMDB0082840
PW_C076407	HMDB0116071
PW_C076732	HMDB0082856
PW_C076408	HMDB0116072
PW_C076733	HMDB0082864
PW_C076409	HMDB0116073
PW_C076734	HMDB0082882
PW_C076410	HMDB0116074
PW_C076735	HMDB0082895
PW_C076411	HMDB0116075
PW_C076736	HMDB0082903
PW_C076412	HMDB0116076
PW_C076737	HMDB0082911
PW_C076413	HMDB0116077
PW_C076738	HMDB0082927
PW_C076414	HMDB0116078
PW_C076739	HMDB0082935
PW_C076415	HMDB0116079
PW_C076740	HMDB0083100
PW_C076416	HMDB0116080
PW_C076741	HMDB0083033
PW_C076417	HMDB0116081
PW_C076742	HMDB0083057
PW_C076418	HMDB0116082
PW_C076743	HMDB0083081
PW_C076419	HMDB0116083
PW_C076744	HMDB0083129
PW_C076420	HMDB0116084
PW_C076745	HMDB0083158
PW_C076421	HMDB0116085
PW_C076746	HMDB0083023
PW_C076422	HMDB0116086
PW_C076747	HMDB0083031
PW_C076423	HMDB0116087
PW_C076748	HMDB0083047
PW_C076424	HMDB0116088
PW_C076749	HMDB0083055
PW_C076425	HMDB0116089
PW_C076750	HMDB0083071
PW_C076426	HMDB0116090
PW_C076751	HMDB0083079
PW_C076427	HMDB0116091
PW_C076752	HMDB0083097
PW_C076428	HMDB0116092
PW_C076753	HMDB0083111
PW_C076429	HMDB0116093
PW_C076754	HMDB0083119
PW_C076430	HMDB0116094
PW_C076755	HMDB0083127
PW_C076431	HMDB0116095
PW_C076756	HMDB0083143
PW_C076432	HMDB0116096
PW_C076757	HMDB0083151
PW_C076433	HMDB0116097
PW_C076758	HMDB0083315
PW_C076434	HMDB0116098
PW_C076759	HMDB0083249
PW_C076435	HMDB0116099
PW_C076760	HMDB0083273
PW_C076436	HMDB0116100
PW_C076761	HMDB0083296
PW_C076437	HMDB0116101
PW_C076762	HMDB0083344
PW_C076438	HMDB0116102
PW_C076763	HMDB0083373
PW_C076439	HMDB0116103
PW_C076764	HMDB0083239
PW_C076440	HMDB0116104
PW_C076765	HMDB0083247
PW_C076441	HMDB0116105
PW_C076766	HMDB0083263
PW_C076442	HMDB0116106
PW_C076767	HMDB0083271
PW_C076443	HMDB0116107
PW_C076768	HMDB0083294
PW_C076444	HMDB0116108
PW_C076769	HMDB0083312
PW_C076445	HMDB0116109
PW_C076770	HMDB0083326
PW_C076446	HMDB0116110
PW_C076771	HMDB0083334
PW_C076447	HMDB0116111
PW_C076772	HMDB0083342
PW_C076448	HMDB0116112
PW_C076773	HMDB0083358
PW_C076449	HMDB0116113
PW_C076774	HMDB0083366
PW_C076450	HMDB0116114
PW_C076775	HMDB0083745
PW_C076451	HMDB0116115
PW_C076776	HMDB0083678
PW_C076452	HMDB0116116
PW_C076777	HMDB0083702
PW_C076453	HMDB0116117
PW_C076778	HMDB0083726
PW_C076454	HMDB0116118
PW_C076779	HMDB0083774
PW_C076455	HMDB0116119
PW_C076780	HMDB0083803
PW_C076456	HMDB0116120
PW_C076781	HMDB0083668
PW_C076457	HMDB0116121
